DATE-OBS LST OBS-RA OBS-DEC CRVAL1 CRVAL2
2026-01-04T01:40:41.408 08:31:29.04 22:36:56.928 +46:58:46.49 339.2639498 46.9337007
2026-01-04T01:40:41.408 08:30:33.09 17:19:48.365 +77:54:58.61 260.0269779 77.8783937
2026-01-03T06:12:37.938 08:30:43.08 15:01:15.772 +50:31:23.54 225.3555132 50.4578641
2026-01-03T06:12:37.938 08:33:18.06 20:07:22.707 +79:55:36.01 301.8832626 79.8766818
2026-01-03T06:12:37.938 08:43:20.47 21:21:16.412 +84:09:09.31 320.3335773 84.1113925
2026-01-03T06:12:37.938 08:33:35.41 18:37:00.631 +30:21:27.52 279.3497283 30.2942769
2026-01-04T01:40:41.408 08:38:21.41 21:18:47.450 +66:54:00.99 319.7076986 66.8631371
2026-01-03T06:12:37.938 08:45:00.86 17:44:27.887 +27:43:06.94 266.2174721 27.6574550
2026-01-04T01:40:41.408 08:40:22.96 23:41:39.989 +27:06:08.57 355.4654693 27.0801593
2026-01-04T01:40:41.408 08:50:24.82 23:36:59.520 +49:10:15.61 354.2523603 49.1165617
2026-01-03T06:12:37.938 08:41:46.31 17:18:52.607 +20:08:31.88 259.8084798 20.0991579
2026-01-04T01:40:41.408 08:52:45.11 05:39:56.227 +86:53:08.47 84.9774908 86.8565480
2026-01-03T06:12:37.938 08:51:38.16 12:07:59.207 +79:35:00.88 182.0309725 79.5467452
2026-01-04T01:40:41.408 08:49:08.92 08:13:49.027 +21:08:17.31 123.5048836 21.1291386
2026-01-04T01:40:41.408 08:59:45.85 11:13:31.963 +35:26:05.79 168.4157490 35.3547224
2026-01-04T01:40:41.408 09:01:04.76 15:26:13.642 +83:18:51.89 231.5661390 83.2219597
2026-01-03T06:12:37.938 08:53:20.87 08:01:59.899 +23:59:57.74 120.5540902 23.9755031
2026-01-03T06:12:37.938 09:06:24.59 13:06:55.326 +74:26:02.74 196.6977397 74.3450870
2026-01-04T01:40:41.408 09:10:28.63 02:01:27.214 +25:18:18.69 30.3515047 25.2124897
2026-01-04T01:40:41.408 09:06:11.53 10:42:29.863 +27:36:31.80 160.6528044 27.5266415
2026-01-04T01:40:41.408 09:06:55.89 15:12:07.403 +86:24:21.46 228.0128835 86.3055980
2026-01-04T01:40:41.408 09:09:47.54 03:02:59.443 +27:27:34.16 45.7259165 27.3700159
2026-01-04T01:40:41.408 09:13:50.60 13:46:50.564 +43:36:03.65 206.6590218 43.4522391
2026-01-04T01:40:41.408 09:10:45.01 16:26:16.899 +86:50:50.48 246.5539998 86.7118876
2026-01-03T06:12:37.938 09:15:36.01 04:29:18.872 +61:57:58.65 67.2169178 61.8533755
2026-01-03T06:12:37.938 09:19:19.31 06:08:23.058 +57:08:10.88 91.9738289 57.0108104
2026-01-04T01:40:41.408 09:26:33.46 23:04:31.543 +37:03:06.20 346.0378687 36.9029754
2026-01-04T01:40:41.408 09:28:38.14 18:10:12.254 +71:45:05.15 272.4799390 71.6149030
2026-01-04T01:40:41.408 09:28:35.76 01:51:35.595 +44:42:55.15 27.8261419 44.5578810
2026-01-03T06:12:37.938 09:22:27.26 14:26:40.360 +37:04:12.43 216.5986745 36.8877757
2026-01-03T06:12:37.938 09:23:16.75 00:46:28.264 +37:02:18.37 11.5453073 36.8999638
2026-01-04T01:40:41.408 09:33:09.67 05:00:05.515 +43:39:34.55 74.9033985 43.5380732
2026-01-04T01:40:41.408 09:41:32.79 22:53:44.459 +54:26:57.32 343.3014812 54.3065223
2026-01-03T06:12:37.938 09:36:14.74 05:16:47.951 +67:38:11.79 79.0682841 67.5341716
2026-01-03T05:12:23.535 09:39:49.13 18:01:35.417 +71:13:40.58 270.3350639 71.0877755
2026-01-04T01:40:41.408 09:37:48.74 03:38:17.858 +67:57:39.38 54.4496436 67.8534713
2026-01-03T06:12:37.938 09:41:34.61 06:37:53.037 +23:35:45.77 99.3724982 23.4826934
2026-01-04T01:40:41.408 09:39:43.70 21:05:22.764 +44:05:01.33 316.2288244 43.9167102
2026-01-04T01:40:41.408 09:44:27.27 11:33:43.538 +80:14:09.80 173.3502491 80.1144824
2026-01-04T01:40:41.408 09:40:34.59 19:58:18.328 +47:42:20.35 299.4913614 47.5296355
2026-01-03T06:12:37.938 09:47:28.86 09:14:57.489 +62:50:51.46 138.6436674 62.7325416
2026-01-03T06:12:37.938 09:44:59.12 18:27:01.368 +55:20:46.87 276.6786886 55.1860608
2026-01-04T01:40:41.408 09:55:13.07 23:04:52.216 +81:06:36.56 346.0780846 80.9782045
2026-01-04T01:40:41.408 09:42:10.46 15:58:39.789 +43:45:14.88 239.5963200 43.5837374
2026-01-03T06:12:37.938 09:56:11.80 12:40:39.233 +57:36:30.72 190.0580523 57.4682889
2026-01-04T01:40:41.408 09:52:16.49 16:33:47.037 +30:04:21.18 248.3822471 29.9188236
2026-01-03T06:12:37.938 10:07:47.55 22:22:35.350 +40:50:21.30 335.5368650 40.7012225
2026-01-04T01:40:41.408 10:05:13.09 17:05:31.876 +70:15:10.84 256.3145155 70.1270291
2026-01-04T01:40:41.408 10:04:04.46 19:51:54.927 +83:36:11.00 297.8951420 83.4696929
2026-01-03T06:12:37.938 10:02:22.73 11:47:58.054 +72:43:10.54 176.9117454 72.6043490
2026-01-04T01:40:41.408 10:11:32.72 06:38:04.662 +76:16:57.97 99.4174088 76.2321271
2026-01-04T01:40:41.408 10:05:53.06 02:52:47.502 +63:17:33.07 43.1029349 63.1971036
2026-01-04T01:40:41.408 10:15:15.90 08:50:35.373 +52:08:24.98 132.6300542 52.0664699
2026-01-03T06:12:37.938 10:15:48.75 07:40:59.841 +25:46:44.45 115.2363805 25.7236777
2026-01-04T01:40:41.408 10:16:02.97 19:22:28.952 +68:25:04.88 290.5921651 68.3237932
2026-01-03T06:12:37.938 10:09:54.48 20:16:00.104 +30:25:37.37 303.9523795 30.3086664
2026-01-04T01:40:41.408 10:23:31.13 09:17:34.338 +20:22:15.05 139.4506194 20.3368098
2026-01-03T06:12:37.938 10:16:33.47 06:34:12.364 +87:57:09.85 98.5020407 87.9040425
2026-01-04T01:40:41.408 10:22:36.34 13:32:03.150 +20:36:14.12 203.0261618 20.5438568
2026-01-04T01:40:41.408 10:29:18.90 02:35:57.091 +74:40:59.95 38.9947298 74.6633768
2026-01-03T06:12:37.938 10:23:12.00 00:47:59.784 +27:58:04.40 12.0142347 27.9203128
2026-01-03T06:12:37.938 10:32:00.33 05:23:59.025 +38:32:54.23 80.9885572 38.5049935
2026-01-03T06:12:37.938 10:33:31.76 18:37:57.890 +48:15:40.21 279.5349414 48.1793918
2026-01-04T01:40:41.408 10:28:47.05 16:18:29.887 +49:13:20.95 244.6482688 49.1393000
2026-01-03T06:12:37.938 10:36:27.95 07:53:10.996 +40:39:46.66 118.3182104 40.6283383
2026-01-04T01:40:41.408 10:41:14.40 21:09:40.014 +65:07:39.13 317.3834005 65.0645299
2026-01-04T01:40:41.408 10:38:01.87 10:52:11.005 +81:54:13.13 163.0889964 81.8846507
2026-01-03T06:12:37.938 10:48:11.03 03:18:35.680 +49:33:49.60 49.6518808 49.5245109
2026-01-03T06:12:37.938 10:38:34.11 20:12:18.503 +62:26:41.21 303.0650441 62.3785835
2026-01-04T01:40:41.408 10:42:41.37 14:49:50.339 +86:22:27.74 222.4696031 86.3143550
2026-01-04T01:40:41.408 10:40:41.14 00:24:18.328 +73:00:14.13 6.0668403 72.9756945
2026-01-04T01:40:41.408 10:51:44.89 01:58:48.176 +69:01:20.17 29.7044304 68.9986760
2026-01-04T01:40:41.408 10:44:27.15 19:42:43.332 +51:58:17.12 295.6941667 51.8959732
2026-01-04T01:40:41.408 10:56:09.60 18:38:02.084 +45:39:03.88 279.5631670 45.5617703
2026-01-03T06:12:37.938 10:51:17.06 01:17:00.401 +36:09:59.87 19.2799154 36.1125315
2026-01-03T06:12:37.938 10:54:05.77 04:20:31.242 +79:03:16.99 65.1166120 79.0435443
2026-01-04T01:40:41.408 10:55:40.72 02:31:10.621 +86:31:24.04 37.8081099 86.4873146
2026-01-03T06:12:37.938 10:55:34.40 18:20:25.421 +43:59:12.61 275.1497249 43.9022642
2026-01-03T06:12:37.938 10:50:33.64 04:08:08.380 +27:50:15.87 62.0535152 27.8168055
2026-01-03T06:12:37.938 11:07:20.48 04:19:06.356 +31:51:53.90 64.7729074 31.8349011
2026-01-03T06:12:37.938 10:57:03.03 20:42:12.069 +51:12:16.31 310.5253117 51.1242790
2026-01-03T06:12:37.938 11:11:29.31 09:34:55.652 +62:21:55.20 143.7673501 62.3284619
2026-01-04T01:40:41.408 11:10:56.00 17:44:47.490 +55:05:40.18 266.2221433 55.0161572
2026-01-04T01:40:41.408 11:12:36.72 23:37:37.259 +77:21:17.57 354.3868560 77.3127984
2026-01-04T01:40:41.408 11:12:34.74 09:41:52.072 +60:12:40.89 145.5073085 60.1798723
2026-01-04T01:40:41.408 11:14:58.02 19:53:42.026 +78:57:33.05 298.4209975 78.9036972
2026-01-04T01:40:41.408 11:15:25.47 18:36:28.800 +20:16:03.57 279.1735923 20.2187539
2026-01-03T06:12:37.938 11:15:56.96 11:26:50.851 +71:53:08.23 171.7329763 71.8529242
2026-01-03T06:12:37.938 11:19:58.31 00:36:00.899 +64:10:14.47 8.9895934 64.1391576
2026-01-03T06:12:37.938 11:24:49.03 15:49:56.971 +45:39:55.87 237.4998667 45.5750794
2026-01-04T01:40:41.408 11:32:43.86 14:24:14.677 +44:48:36.81 216.0688588 44.7273828
2026-01-04T01:40:41.408 11:24:20.47 09:54:24.556 +71:30:22.61 148.6305621 71.4872581
2026-01-04T01:40:41.408 11:25:21.35 01:39:51.473 +38:39:29.64 24.9878845 38.6075291
2026-01-04T01:40:41.408 11:22:17.88 05:53:38.227 +77:35:24.21 88.3760822 77.5800111
2026-01-04T01:40:41.408 11:30:04.89 15:19:46.134 +33:47:58.66 229.9652512 33.7153974
2026-01-04T01:40:41.408 11:37:22.32 11:41:36.027 +27:23:54.02 175.4445356 27.3511367
2026-01-03T06:12:37.938 11:45:48.38 14:12:51.216 +75:43:23.30 213.1977888 75.6788753
2026-01-03T06:12:37.938 11:36:45.61 04:51:00.672 +65:43:22.00 72.7220893 65.7133968
2026-01-04T01:40:41.408 11:41:16.06 21:03:29.207 +57:59:37.88 315.8408387 57.9233373
2026-01-04T01:40:41.408 11:43:29.59 19:35:17.141 +38:33:53.95 293.8206254 38.4911128
2026-01-03T06:12:37.938 11:40:01.05 08:49:01.717 +33:29:04.39 132.2981102 33.4437770
2026-01-03T06:12:37.938 11:41:49.43 22:10:54.708 +43:45:25.51 332.7035233 43.6839473
2026-01-04T01:40:41.408 11:47:20.50 19:06:57.130 +73:56:05.45 286.7343944 73.8767256
2026-01-03T06:12:37.938 11:53:42.64 21:47:33.092 +42:49:11.38 326.8433888 42.7459219
2026-01-04T01:40:41.408 11:47:20.52 20:57:21.040 +70:37:32.52 314.3052284 70.5670298
2026-01-03T06:12:37.938 11:58:15.71 06:48:04.436 +30:32:35.97 102.0218254 30.5015621
2026-01-03T06:12:37.938 11:57:57.28 18:20:11.179 +86:17:01.24 275.0554577 86.2230117
2026-01-04T01:40:41.408 11:55:21.47 23:40:31.732 +58:14:40.41 355.0905356 58.1819692
2026-01-04T01:40:41.408 11:54:58.83 00:39:07.151 +46:40:38.03 9.7630478 46.6149916
2026-01-04T01:40:41.408 12:04:38.01 23:27:33.637 +57:51:40.75 351.8492354 57.8111737
2026-01-04T01:40:41.408 12:05:47.59 02:39:32.822 +56:53:03.36 39.8857260 56.8465974
2026-01-03T06:02:42.556 11:57:58.61 10:37:53.286 +57:36:48.20 159.5013788 57.5668241
2026-01-04T01:40:41.408 12:03:19.38 16:47:40.385 +88:47:57.36 251.9455434 88.7288153
2026-01-04T01:40:41.408 12:02:19.53 01:51:21.385 +83:48:59.56 27.8341333 83.7806496
2026-01-04T01:40:41.408 12:10:58.14 00:21:17.386 +67:16:31.79 5.2870364 67.2373101
2026-01-03T06:12:37.938 12:11:59.45 23:27:01.180 +66:24:45.37 351.7170949 66.3671683
2026-01-04T01:40:41.408 12:21:55.99 21:55:10.721 +78:51:50.01 328.7273976 78.8050668
2026-01-03T05:12:23.535 12:14:04.80 03:46:23.861 +62:07:04.35 56.5621635 62.0796033
2026-01-04T01:40:41.408 12:14:24.56 07:19:11.622 +78:00:00.21 109.7772768 77.9867874
2026-01-04T01:40:41.408 12:28:14.90 12:01:47.854 +64:58:45.45 180.4557275 64.9377856
2026-01-04T01:40:41.408 12:19:21.96 23:38:36.968 +78:33:43.69 354.6192471 78.5226038
2026-01-04T01:40:41.408 12:23:56.93 21:43:52.092 +78:23:52.87 325.8965568 78.3554032
2026-01-04T01:40:41.408 12:19:28.93 02:03:20.053 +74:40:34.31 30.8191353 74.6588136
2026-01-04T01:40:41.408 12:34:03.48 20:30:01.148 +84:24:23.05 307.4601961 84.3505856
2026-01-04T01:40:41.408 12:31:45.03 01:02:35.309 +76:21:44.14 15.6214960 76.3318595
2026-01-04T01:40:41.408 12:26:30.09 21:50:01.196 +29:24:53.51 327.4654914 29.3624710
2026-01-04T01:40:41.408 12:35:11.40 10:47:24.640 +55:06:58.50 161.8654567 55.0597369
2026-01-04T01:40:41.408 12:37:00.88 14:29:30.541 +68:18:17.71 217.3350024 68.2520465
2026-01-04T01:40:41.408 12:43:57.98 00:10:47.517 +78:15:20.07 2.6399788 78.2219792
2026-01-04T01:40:41.408 12:38:40.76 11:05:32.210 +21:17:18.62 166.4170538 21.2542551
2026-01-04T01:40:41.408 12:43:08.78 07:41:08.977 +63:36:27.31 115.2497861 63.5889047
2026-01-04T01:40:41.408 12:40:08.02 05:18:41.128 +36:04:38.89 79.6546907 36.0491868
2026-01-04T01:40:41.408 12:38:15.02 02:49:31.048 +86:16:52.33 42.3645577 86.2478255
2026-01-03T06:12:37.938 12:50:56.74 23:22:57.714 +54:17:27.47 350.6865612 54.2166124
2026-01-04T01:40:41.408 12:43:29.47 22:14:14.863 +30:58:48.08 333.5221177 30.9196226
2026-01-04T01:40:41.408 12:53:36.73 20:40:09.043 +74:51:58.26 309.9787457 74.8175636
2026-01-03T06:12:37.938 12:53:37.05 09:30:53.110 +36:21:30.10 142.7446271 36.3205661
2026-01-03T06:12:37.938 13:00:16.11 02:58:04.106 +46:33:08.88 44.5150692 46.5122324
2026-01-04T01:40:41.408 12:58:06.34 15:37:52.634 +58:42:46.12 234.4413937 58.6359979
2026-01-04T01:40:41.408 12:59:26.88 07:15:11.176 +32:54:20.01 108.7866657 32.8727441
2026-01-04T01:40:41.408 12:58:04.33 20:11:52.326 +70:59:09.97 302.9299950 70.9407326
2026-01-03T06:12:37.938 12:53:18.35 06:29:08.897 +50:36:16.65 97.2512208 50.5616662
2026-01-03T06:12:37.938 12:59:11.49 22:27:09.425 +58:14:59.70 336.7055086 58.1949897
2026-01-04T01:40:41.408 13:04:22.81 18:33:40.956 +83:46:35.42 278.4142822 83.7100461
2026-01-04T01:40:41.408 13:08:13.36 18:13:07.223 +44:44:18.67 273.2868514 44.6505910
2026-01-04T01:40:41.408 13:04:54.99 06:03:54.128 +83:06:25.59 90.9388476 83.0971224
2026-01-04T01:40:41.408 13:10:24.91 04:47:11.157 +74:48:24.17 71.7516969 74.7998897
2026-01-04T01:40:41.408 13:16:27.77 08:37:37.721 +88:58:08.60 129.4085288 88.9427293
2026-01-04T01:40:41.408 13:10:38.63 05:43:05.053 +26:20:29.76 85.7542475 26.3147096
2026-01-04T01:40:41.408 13:22:06.53 20:13:40.804 +87:40:51.88 303.3705980 87.6223699
2026-01-04T01:40:41.408 13:19:37.73 16:01:30.375 +49:54:56.47 240.3554959 49.8462768
2026-01-04T01:40:41.408 13:33:05.46 03:48:08.569 +63:06:01.18 57.0008317 63.0827171
2026-01-04T01:40:41.408 13:25:32.86 11:01:15.060 +50:37:27.62 165.3248245 50.5691301
2026-01-03T06:12:37.938 13:21:10.64 20:09:54.317 +50:37:50.13 302.4349749 50.5487747
2026-01-04T01:40:41.408 13:20:00.38 08:52:13.955 +31:44:53.91 133.0809493 31.7148619
2026-01-04T01:40:41.408 13:30:46.46 15:25:57.897 +32:04:06.81 231.4755138 31.9930955
2026-01-04T01:40:41.408 13:21:31.14 02:01:46.585 +48:04:17.52 30.4404987 48.0195750
2026-01-03T06:12:37.938 13:33:11.37 05:40:36.052 +56:39:23.08 85.0907685 56.6325636
2026-01-03T06:12:37.938 13:36:26.09 23:20:09.538 +63:03:49.26 349.9734299 63.0150471
2026-01-04T01:40:41.408 13:38:48.78 14:10:25.567 +86:44:01.28 212.5605641 86.6812144
2026-01-04T01:40:41.408 13:51:08.35 07:59:36.125 +21:19:51.69 119.8923544 21.3184533
2026-01-03T06:02:42.556 13:43:38.62 08:46:02.886 +53:35:06.86 131.5107051 53.5553894
2026-01-03T06:12:37.938 13:40:40.36 04:06:30.423 +42:18:26.24 61.6016146 42.2708407
2026-01-04T01:40:41.408 13:46:58.38 18:25:34.098 +77:41:54.65 276.3639691 77.6388636
2026-01-03T06:12:37.938 13:43:12.29 17:39:44.025 +55:50:53.12 264.9110188 55.7809846
2026-01-04T01:40:41.408 13:47:03.28 01:52:23.246 +72:39:12.14 28.0663578 72.6382508
2026-01-04T01:40:41.408 13:43:06.89 23:20:49.745 +51:10:26.94 350.1417582 51.1151331
2026-01-03T05:12:23.535 13:51:39.97 10:39:31.092 +79:44:43.22 159.8787416 79.7235139
2026-01-03T06:12:37.938 13:56:15.95 06:42:08.327 +53:07:40.20 100.4857361 53.0975641
2026-01-03T06:12:37.938 13:48:57.40 06:19:12.588 +36:43:57.95 94.7737882 36.7088736
2026-01-03T06:12:37.938 13:56:17.77 22:29:43.380 +57:15:53.71 337.3441101 57.2119397
2026-01-04T01:40:41.408 13:58:44.96 03:14:50.889 +66:42:50.27 48.6626717 66.7020784
2026-01-04T01:40:41.408 13:58:38.73 12:20:58.502 +44:41:23.69 185.2198050 44.6418922
2026-01-04T01:40:41.408 13:55:37.70 02:31:43.551 +47:34:15.38 37.9219277 47.5257501
2026-01-04T01:40:41.408 14:04:38.32 18:26:20.337 +66:37:16.41 276.5602890 66.5601595
2026-01-04T01:40:41.408 14:12:40.81 17:44:16.417 +36:28:32.68 266.0686254 36.4147725
2026-01-03T06:12:37.938 14:01:29.88 05:21:22.530 +68:51:31.33 80.2808180 68.8428950
2026-01-04T01:40:41.408 14:15:46.71 13:56:44.403 +85:22:36.72 209.1273678 85.3243680
2026-01-04T01:40:41.408 14:13:09.25 17:37:31.390 +86:49:55.98 264.3664732 86.7728085
2026-01-04T01:40:41.408 14:15:12.53 06:51:18.728 +83:43:22.08 102.7884975 83.7145096
2026-01-04T01:40:41.408 14:17:46.23 00:44:20.974 +80:55:32.69 11.0463037 80.9102928
2026-01-03T06:12:37.938 14:21:28.05 22:53:10.489 +71:30:48.42 343.2023362 71.4829517
2026-01-03T06:12:37.938 14:13:02.10 10:34:25.107 +74:08:30.06 158.5934435 74.1351222
2026-01-04T01:40:41.408 14:18:28.55 05:55:39.433 +67:24:08.35 88.8430750 67.3907941
2026-01-04T01:40:41.408 14:27:10.67 02:27:40.610 +75:51:36.11 36.8712530 75.8537824
2026-01-03T06:12:37.938 14:23:44.52 15:43:27.387 +76:23:58.23 235.8233872 76.3625364
2026-01-04T01:40:41.408 14:23:24.26 21:23:04.855 +20:01:07.19 320.7074088 19.9803097
2026-01-03T06:12:37.938 14:31:34.66 19:31:53.767 +83:14:34.77 292.9183095 83.1921398
2026-01-04T01:40:41.408 14:34:36.76 01:51:28.514 +59:34:31.01 27.8289329 59.5436021
2026-01-03T06:12:37.938 14:34:47.37 11:10:55.003 +22:33:39.26 167.7297875 22.5415691
2026-01-03T06:12:37.938 14:42:03.43 09:42:17.533 +68:23:24.83 145.5552156 68.3739846
2026-01-04T01:40:41.408 14:45:27.02 08:53:38.932 +81:11:59.61 133.3935520 81.1873306
2026-01-03T06:12:37.938 14:47:26.92 05:03:07.723 +25:28:01.31 75.7497419 25.4569452
2026-01-04T01:40:41.408 14:40:53.52 19:46:46.653 +40:52:15.33 296.6406079 40.7935222
2026-01-03T06:12:37.938 14:42:00.52 08:45:39.332 +37:46:07.57 131.4195568 37.7347637
2026-01-03T06:12:37.938 14:47:21.58 12:31:38.793 +60:00:18.50 187.8550449 59.9644406
2026-01-03T06:12:37.938 14:51:59.01 21:07:17.346 +84:52:43.97 316.7214742 84.8350480
2026-01-04T01:40:41.408 15:01:28.89 02:47:44.371 +76:22:24.70 41.8948984 76.3620964
2026-01-04T01:40:41.408 14:52:42.27 17:09:49.143 +86:05:57.45 257.4205459 86.0481520
2026-01-03T06:12:37.938 14:58:29.29 15:52:53.165 +22:00:14.57 238.1865044 21.9701308
2026-01-04T01:40:41.408 14:46:07.42 11:46:30.512 +31:05:05.46 176.6290373 31.0456628
2026-01-03T06:02:42.556 14:51:01.31 20:19:03.786 +83:51:42.34 304.6947276 83.8299809
2026-01-04T01:40:41.408 14:55:11.68 17:05:14.719 +45:40:03.40 256.2921162 45.6002447
2026-01-04T01:40:41.408 14:57:50.10 14:14:15.142 +69:44:15.54 213.4762663 69.7030810
2026-01-04T01:40:41.408 15:06:05.63 04:26:21.484 +33:22:08.68 66.5565526 33.3433278
2026-01-03T06:12:37.938 15:00:56.00 16:33:28.016 +68:11:49.30 248.3050273 68.1573546
2026-01-04T01:40:41.408 15:01:37.31 06:59:56.825 +30:04:40.30 104.9642313 30.0645569
2026-01-04T01:40:41.408 15:02:19.43 11:10:48.623 +38:50:42.72 167.6981176 38.8086820
2026-01-04T01:40:41.408 15:10:07.36 07:39:30.067 +83:49:21.75 114.8351201 83.8190538
2026-01-04T01:40:41.408 15:14:18.13 18:55:39.596 +47:01:02.89 283.8704960 46.9536252
2026-01-03T06:12:37.938 15:18:18.84 18:35:15.501 +73:47:52.98 278.7594033 73.7545849
2026-01-03T06:02:42.556 15:17:59.18 18:00:43.166 +50:36:36.82 270.1336155 50.5453481
2026-01-03T06:12:37.938 15:13:51.96 04:52:12.662 +58:00:39.15 72.9934145 58.0005059
2026-01-04T01:40:41.408 15:19:59.38 15:14:36.772 +68:28:54.51 228.5714553 68.4382265
2026-01-04T01:40:41.408 15:21:14.77 02:01:10.089 +25:14:09.70 30.2816101 25.2227674
2026-01-03T06:12:37.938 15:26:20.92 15:50:33.944 +20:07:28.82 237.6006402 20.0737638
2026-01-04T01:40:41.408 15:29:00.42 04:43:57.135 +56:41:28.54 70.9325304 56.6734293
2026-01-04T01:40:41.408 15:27:43.09 00:56:03.237 +56:11:27.98 13.9486308 56.1553864
2026-01-04T01:40:41.408 15:28:34.24 07:47:57.288 +52:48:03.80 116.9446066 52.7843178
2026-01-04T01:40:41.408 15:28:44.17 03:09:54.316 +29:38:41.10 47.4640188 29.6317362
2026-01-03T06:12:37.938 15:29:38.46 22:07:21.637 +58:21:05.67 331.7387918 58.3105431
2026-01-04T01:40:41.408 15:35:38.88 04:13:40.173 +36:50:33.30 63.3904132 36.8224963
2026-01-03T06:02:42.556 15:40:59.52 03:49:08.468 +24:00:00.96 57.2605262 23.9922103
2026-01-03T06:12:37.938 15:35:34.33 08:30:21.804 +59:40:00.24 127.5614750 59.6579003
2026-01-04T01:40:41.408 15:35:17.10 23:33:31.054 +49:20:06.97 353.3031010 49.2810077
2026-01-04T01:40:41.408 15:41:02.94 21:13:10.043 +52:43:42.34 318.1818895 52.6663421
2026-01-03T06:12:37.938 15:49:31.59 07:23:35.610 +22:47:43.87 110.8842566 22.7859130
2026-01-04T01:40:41.408 15:44:16.18 17:41:05.796 +35:37:37.84 265.2313557 35.5676860
2026-01-04T01:40:41.408 15:50:28.01 17:13:17.891 +87:23:42.46 258.2870687 87.3541313
2026-01-03T06:12:37.938 15:50:20.09 19:10:14.467 +81:02:25.57 287.4871678 80.9934536
2026-01-03T06:12:37.938 15:54:21.76 23:06:36.444 +59:59:29.18 346.5548028 59.9629389
2026-01-04T01:40:41.408 15:59:42.69 11:27:50.796 +64:19:14.00 171.9099970 64.3169541
2026-01-04T01:40:41.408 15:51:24.39 05:32:43.117 +84:06:25.80 83.1089958 84.1112615
2026-01-04T01:40:41.408 16:07:45.55 12:55:55.487 +43:46:13.31 193.9210584 43.7322364
2026-01-04T01:40:41.408 15:57:03.30 12:17:48.707 +24:29:05.36 184.4291378 24.4665905
2026-01-03T06:12:37.938 15:59:03.97 08:12:11.976 +66:15:54.40 123.0108633 66.2671483
2026-01-03T06:12:37.938 15:58:11.65 20:08:19.744 +85:07:21.60 301.9909433 85.1004210
2026-01-04T01:40:41.408 16:04:12.39 22:22:13.583 +47:05:53.94 335.4635960 47.0567902
2026-01-04T01:40:41.408 16:05:53.39 23:28:01.356 +54:11:57.82 351.9249202 54.1584712
2026-01-03T06:12:37.938 16:10:39.64 12:46:11.560 +78:18:17.93 191.4715757 78.2954244
2026-01-04T01:40:41.408 16:08:26.88 18:18:57.783 +38:58:39.38 274.7011986 38.9110472
2026-01-04T01:40:41.408 16:15:10.14 12:04:27.542 +86:53:22.72 181.0656931 86.8750000
2026-01-03T06:12:37.938 16:23:55.08 00:59:40.061 +43:32:21.73 14.8768454 43.5108887
2026-01-03T06:02:42.556 16:18:36.45 15:21:34.523 +50:03:16.87 230.3148988 49.9962602
2026-01-04T01:40:41.408 16:28:32.25 10:53:56.966 +49:22:55.14 163.4583675 49.3580922
2026-01-03T06:12:37.938 16:21:40.27 08:27:55.530 +47:35:08.82 126.9501188 47.5809641
2026-01-04T01:40:41.408 16:14:51.77 03:31:18.092 +21:00:21.09 52.8007706 21.0166517
2026-01-04T01:40:41.408 16:19:57.01 01:43:26.753 +34:10:37.55 25.8510246 34.1617376
2026-01-04T01:40:41.408 16:26:37.06 15:23:51.655 +51:21:12.71 230.8891584 51.3120517
2026-01-04T01:40:41.408 16:27:24.17 22:32:58.929 +46:54:11.48 338.1372280 46.8618340
2026-01-04T01:40:41.408 16:34:42.29 20:13:43.383 +58:01:24.52 303.3367531 57.9810646
2026-01-04T01:40:41.408 16:30:20.08 08:10:34.486 +85:00:26.70 122.6112806 85.0133146
2026-01-04T01:40:41.408 16:40:03.49 07:25:18.201 +85:35:39.37 111.2700943 85.6066632
2026-01-04T01:40:41.408 16:42:11.87 22:08:21.582 +23:02:26.58 332.0120530 23.0222985
2026-01-04T01:40:41.408 16:45:20.62 04:52:05.037 +51:04:45.52 72.9596724 51.0711167
2026-01-04T01:40:41.408 16:32:36.94 15:35:08.861 +28:04:56.45 233.7318008 28.0387748
2026-01-04T01:40:41.408 16:35:46.78 13:53:48.849 +35:51:46.77 208.3741034 35.8332242
2026-01-04T01:40:41.408 16:45:30.82 10:52:50.575 +37:49:15.67 163.1805714 37.7972836
2026-01-04T01:40:41.408 16:51:29.63 08:09:47.857 +88:47:05.31 122.4132360 88.7888796
2026-01-03T06:02:42.556 16:49:30.27 22:21:47.961 +43:23:52.63 335.3462965 43.3599565
2026-01-04T01:40:41.408 16:56:37.57 21:26:06.132 +61:23:19.01 321.4256289 61.3642799
2026-01-03T06:12:37.938 16:52:03.72 21:01:08.005 +47:04:09.98 315.2032364 47.0192434
2026-01-04T01:40:41.408 16:51:43.82 04:19:12.980 +26:04:42.32 64.7619965 26.0866292
2026-01-03T06:12:37.938 17:03:28.98 07:01:32.392 +72:32:51.87 105.3086982 72.5636523
2026-01-03T06:12:37.938 17:01:56.52 19:43:07.085 +68:28:56.24 295.6943142 68.4648513
2026-01-04T01:40:41.408 17:00:35.30 12:47:29.411 +69:38:26.90 191.7946799 69.6455089
2026-01-03T06:12:37.938 16:59:06.90 06:52:19.434 +62:31:07.81 103.0058047 62.5390620
2026-01-03T06:12:37.938 17:01:42.09 02:48:40.345 +57:46:15.79 42.1223529 57.7690861
