1m0a.doma.lsc
Longitude = -70.8049deg Latitude = -30.1674deg
2025-06-18T02:20:49.732 15:23:46.34 11:40:01.621 -37:55:55.34 174.755383671 -37.735763607 
2025-06-18T02:36:07.461 15:39:06.38 11:40:01.005 -37:55:48.79 174.759413543 -37.7344761253 
2025-06-18T03:56:06.580 16:59:18.57 20:26:31.625 -43:39:28.90 306.166656786 -43.6764916401 
2025-06-18T04:56:28.056 17:59:49.96 20:03:13.455 -71:58:07.70 300.170280152 -71.9303526437 
2025-06-18T05:32:28.142 18:35:55.94 20:03:08.064 -71:58:09.75 300.170103511 -71.9303580747 
2025-06-18T05:42:39.832 18:46:09.30 20:03:06.638 -71:58:10.11 300.170181591 -71.9303177888 
2025-06-18T05:37:04.614 18:40:33.30 20:03:07.389 -71:58:10.11 300.170208672 -71.9303078076 
2025-06-18T05:38:55.187 18:42:23.83 20:03:07.151 -71:58:10.10 300.170213265 -71.9303306502 
2025-06-18T00:26:11.059 13:28:48.66 14:19:09.134 +25:01:51.38 214.490627058 25.1364831758 
2025-06-18T00:27:22.077 13:29:59.73 14:19:09.112 +25:01:50.78 214.491301724 25.1362603238 
2025-06-18T00:39:44.867 13:42:24.84 14:19:08.485 +25:01:51.26 214.495874911 25.1360791262 
2025-06-18T00:42:20.737 13:45:00.40 14:19:08.281 +25:01:51.41 214.496313135 25.1361542359 
2025-06-18T00:34:36.370 13:37:15.51 14:19:08.751 +25:01:51.04 214.494197337 25.1362092599 
2025-06-18T05:52:49.157 18:56:20.13 20:03:05.115 -71:58:10.85 300.170010615 -71.9303580468 
2025-06-18T06:15:00.037 19:18:34.94 20:03:01.940 -71:58:12.72 300.170072484 -71.9303817346 
2025-06-18T06:46:21.422 19:50:01.26 20:02:57.636 -71:58:13.08 300.170374791 -71.9303270228 
2025-06-18T06:53:44.346 19:57:25.53 20:02:56.696 -71:58:13.19 300.170391335 -71.9303767372 
2025-06-18T06:49:07.741 19:52:48.12 20:02:57.296 -71:58:13.19 300.170407544 -71.9304081109 
2025-06-18T07:26:58.540 20:30:45.40 20:02:52.367 -71:58:12.23 300.17056513 -71.9303643082 
2025-06-18T07:27:53.962 20:31:40.90 20:02:52.241 -71:58:12.06 300.170479792 -71.9303807369 
2025-06-18T07:38:03.170 20:41:51.55 20:02:50.983 -71:58:11.72 300.170608749 -71.930322715 
2025-06-18T07:55:33.999 20:59:25.25 20:02:48.647 -71:58:10.25 300.170636735 -71.930354667 
2025-06-18T08:12:12.347 21:16:06.39 20:02:46.882 -71:58:08.53 300.170683077 -71.9303385377 
2025-06-18T08:24:11.650 21:28:07.86 20:02:45.670 -71:58:06.30 300.170863181 -71.9303595789 
2025-06-18T09:05:41.615 22:09:44.71 20:02:41.599 -71:57:58.27 300.170192795 -71.9304476916 
2025-06-18T09:07:32.203 22:11:35.44 20:02:41.332 -71:57:57.42 300.170903239 -71.9303735761 
2025-06-18T09:09:22.752 22:13:25.90 20:02:41.171 -71:57:56.97 300.170763786 -71.9303493106 
2025-06-18T09:25:04.591 22:29:10.62 20:02:39.638 -71:57:53.61 300.170820794 -71.9303415585 
2025-06-18T09:42:36.226 22:46:45.34 20:02:38.232 -71:57:49.64 300.170805815 -71.930393431 
2025-06-18T09:43:31.559 22:47:40.72 20:02:38.098 -71:57:49.74 300.170655821 -71.9302757065 
2025-06-18T08:36:10.579 21:40:08.17 20:02:44.366 -71:58:03.82 300.170733725 -71.9303178167 
2025-06-18T08:38:01.448 21:41:59.78 20:02:44.148 -71:58:04.23 300.170924869 -71.9303361894 
2025-06-18T08:41:42.898 21:45:41.86 20:02:43.770 -71:58:04.03 300.170647776 -71.9303919159 
2025-06-18T08:47:15.200 21:51:14.73 20:02:43.233 -71:58:02.21 300.170799664 -71.9303560497 
2025-06-18T09:32:27.518 22:36:35.02 20:02:39.047 -71:57:52.34 300.170784791 -71.9303875952 
2025-06-18T09:38:55.073 22:43:03.14 20:02:38.469 -71:57:50.64 300.170735623 -71.9304237792 
2025-06-18T09:44:26.796 22:48:36.24 20:02:38.045 -71:57:49.66 300.170736873 -71.9304026604 
2025-06-18T09:46:17.847 22:50:27.50 20:02:37.878 -71:57:48.54 300.170825392 -71.9303635647 
2025-06-18T09:48:08.724 22:52:18.63 20:02:37.694 -71:57:48.00 300.170828678 -71.9302945031 
2025-06-18T09:56:26.825 23:00:37.89 20:02:37.238 -71:57:46.35 300.1707294 -71.9303548606 
2025-06-18T09:58:17.591 23:02:28.76 20:02:37.061 -71:57:46.12 300.170422397 -71.9302837927 
2025-06-18T10:04:44.328 23:08:56.92 20:02:36.638 -71:57:44.49 300.17066241 -71.9303585325 
2025-06-18T10:09:20.850 23:13:34.34 20:02:36.331 -71:57:43.19 300.170796178 -71.9304167387 
2025-06-18T10:19:29.336 23:23:43.90 20:02:35.681 -71:57:39.89 300.170596196 -71.930361082 
2025-06-18T10:18:34.004 23:22:48.99 20:02:35.696 -71:57:40.69 300.170729443 -71.9304012181 
2025-06-18T10:35:31.263 23:39:48.89 20:26:19.850 -23:00:26.95 306.250658019 -23.0541315323 
2025-06-18T09:50:54.703 22:55:04.77 20:02:37.492 -71:57:47.50 300.170842051 -71.9303174386 
2025-06-18T09:54:36.179 22:58:46.83 20:02:37.306 -71:57:47.02 300.170589283 -71.9303202418 
2025-06-18T10:01:03.393 23:05:15.37 20:02:37.010 -71:57:45.42 300.170582278 -71.9303617854 
2025-06-18T10:02:53.862 23:07:06.20 20:02:36.772 -71:57:45.12 300.170780081 -71.9303976099 
2025-06-18T10:12:06.559 23:16:20.15 20:02:36.155 -71:57:42.27 300.17062507 -71.9303330781 
2025-06-18T10:13:01.791 23:17:15.88 20:02:36.014 -71:57:41.85 300.170607471 -71.9303197746 
2025-06-18T10:32:45.607 23:37:02.53 20:26:20.184 -23:00:27.50 306.250629049 -23.0542113999 
2025-06-18T06:03:54.811 19:07:27.99 20:03:03.511 -71:58:12.10 300.17014538 -71.9303710021 
2025-06-18T06:05:45.683 19:09:18.76 20:03:03.279 -71:58:12.06 300.170159899 -71.9303334079 
2025-06-18T06:21:27.582 19:25:03.14 20:03:01.009 -71:58:12.63 300.170227854 -71.9303044856 
2025-06-18T06:22:22.921 19:25:58.73 20:03:00.927 -71:58:12.97 300.17032076 -71.930308364 
2025-06-18T06:24:13.388 19:27:49.42 20:03:00.669 -71:58:12.87 300.170326837 -71.9303614135 
2025-06-18T06:42:39.775 19:46:18.96 20:02:58.108 -71:58:13.19 300.170374027 -71.9303304714 
2025-06-18T06:44:30.551 19:48:10.37 20:02:57.869 -71:58:13.53 300.170346665 -71.9303719512 
2025-06-18T06:36:11.872 19:39:50.05 20:02:59.036 -71:58:13.25 300.170276746 -71.9303132299 
2025-06-18T06:38:02.451 19:41:40.38 20:02:58.741 -71:58:13.22 300.17030599 -71.9303223467 
2025-06-18T08:03:54.019 21:07:46.97 20:02:47.736 -71:58:09.68 300.170633418 -71.9303572371 
2025-06-18T08:00:12.896 21:04:04.91 20:02:48.100 -71:58:10.14 300.170551355 -71.93032889 
2025-06-18T08:17:44.353 21:21:39.31 20:02:46.295 -71:58:07.70 300.170741401 -71.9303739629 
2025-06-18T05:56:30.666 19:00:02.47 20:03:04.698 -71:58:11.21 300.170238294 -71.9303751857 
2025-06-18T05:59:16.999 19:02:49.40 20:03:04.225 -71:58:11.31 300.17028446 -71.9303357413 
2025-06-18T06:00:12.333 19:03:44.62 20:03:04.107 -71:58:11.57 300.170173553 -71.9303674045 
2025-06-18T06:26:03.951 19:29:40.61 20:03:00.422 -71:58:13.02 300.170400947 -71.9303722823 
2025-06-18T06:57:26.131 20:01:07.91 20:02:56.235 -71:58:13.06 300.170499453 -71.9303580963 
2025-06-18T06:59:16.805 20:02:59.02 20:02:55.992 -71:58:13.21 300.170463337 -71.9303471231 
2025-06-18T07:14:02.577 20:17:47.22 20:02:54.111 -71:58:13.06 300.170554212 -71.9303616267 
2025-06-18T07:17:44.121 20:21:29.47 20:02:53.575 -71:58:12.39 300.170461681 -71.9303455428 
2025-06-18T07:16:48.910 20:20:33.66 20:02:53.650 -71:58:13.06 300.170441413 -71.9303544377 
2025-06-18T07:42:39.630 20:46:28.73 20:02:50.310 -71:58:11.31 300.170512214 -71.9303215236 
2025-06-18T07:50:02.080 20:53:52.58 20:02:49.352 -71:58:10.62 300.170573675 -71.9302759429 
2025-06-18T08:34:19.977 21:38:17.89 20:02:44.550 -71:58:04.60 300.170593439 -71.9302951479 
2025-06-15T10:34:31.079 23:26:58.78 23:26:01.242 -40:35:48.83 351.182005752 -40.6836180751 
2025-06-15T10:35:24.290 23:27:52.00 23:26:01.173 -40:35:48.71 351.182249489 -40.6835504107 
2025-06-15T08:17:16.155 21:09:21.31 01:24:46.257 -58:44:30.08 20.9414544935 -58.8093990438 
2025-06-15T08:22:56.492 21:15:02.69 01:24:46.027 -58:44:31.07 20.9429011685 -58.8098371319 
2025-06-15T08:07:52.328 20:59:56.09 01:24:46.467 -58:44:27.29 20.9369241541 -58.8079529133 
2025-06-15T08:08:47.671 21:00:51.51 01:24:46.469 -58:44:26.83 20.9371059014 -58.8079032977 
2025-06-15T08:15:08.265 21:07:13.26 01:24:46.308 -58:44:29.46 20.9405009484 -58.809098722 
2025-06-11T23:16:13.634 11:55:00.53 09:52:08.254 +27:12:33.54 147.688489556 27.3041094507 
2025-06-11T23:22:53.289 12:01:41.11 09:52:08.185 +27:12:35.96 147.691366347 27.3047063958 
2025-06-11T23:25:56.508 12:04:45.02 09:52:08.154 +27:12:37.10 147.693004477 27.3049607039 
2025-06-11T23:33:44.051 12:12:33.47 10:30:41.109 -24:17:10.28 157.401055912 -24.1076094458 
2025-06-11T23:52:37.100 12:31:29.56 10:36:44.944 -50:40:22.34 158.997729434 -50.4566453355 
2025-06-11T23:57:25.949 12:36:19.53 10:36:44.350 -50:40:22.05 158.997882793 -50.4566503017 
2025-06-12T00:06:12.385 12:45:06.97 10:36:43.334 -50:40:21.30 158.997769152 -50.4566729367 
2025-06-12T00:48:33.214 13:27:35.11 10:36:39.048 -50:40:14.09 158.997737172 -50.4565914073 
2025-06-12T00:52:34.022 13:31:36.49 10:36:38.777 -50:40:12.83 158.997768904 -50.4566956924 
2025-06-12T00:53:22.385 13:32:24.92 10:36:38.683 -50:40:12.37 158.997628684 -50.4566243447 
2025-06-12T00:57:22.711 13:36:25.77 10:36:38.312 -50:40:11.37 158.99774895 -50.4566435188 
2025-06-12T01:07:02.784 13:46:07.92 10:36:37.416 -50:40:09.68 158.99774053 -50.4566609036 
2025-06-17T00:12:00.960 13:10:39.26 11:52:24.326 -36:12:28.71 177.82196898 -35.9979396766 
2025-06-16T22:47:16.435 11:45:41.37 12:47:57.672 +02:13:29.51 191.650944338 2.38389534274 
2025-06-16T22:48:41.928 11:47:06.81 12:47:57.456 +02:13:29.82 191.650957755 2.38391954148 
2025-06-16T23:12:02.804 12:10:31.81 12:47:56.093 +02:13:30.32 191.658732554 2.38385096019 
2025-06-17T10:11:06.544 23:11:23.55 03:00:55.492 -32:08:14.64 44.9445204291 -32.1881125452 
2025-06-17T10:05:59.409 23:06:15.88 03:00:55.563 -32:08:13.22 44.9431840674 -32.1877620043 
2025-06-17T09:12:02.596 22:12:09.68 23:40:33.600 +05:36:34.06 354.804794302 5.48374823424 
2025-06-17T08:55:02.406 21:55:06.69 23:40:34.355 +05:36:35.14 354.800002392 5.48424216147 
2025-06-18T07:15:53.571 20:19:38.62 20:02:53.809 -71:58:13.16 300.170503975 -71.9303219429 
2025-06-18T08:19:35.128 21:23:30.19 20:02:46.044 -71:58:07.18 300.170794166 -71.9303286051 
2025-06-18T08:55:33.553 21:59:35.00 20:02:42.547 -71:57:59.76 300.170875789 -71.9303062063 
2025-06-18T08:58:19.361 22:02:20.74 20:02:42.240 -71:57:59.55 300.170640748 -71.9303521608 
2025-06-18T09:12:09.460 22:16:13.44 20:02:40.891 -71:57:56.80 300.170834876 -71.9303059755 
2025-06-18T01:51:06.006 14:53:57.56 10:30:31.396 -24:16:23.06 157.383699321 -24.1086462115 
2025-06-18T04:51:51.677 17:55:12.83 20:03:14.138 -71:58:07.67 300.170284742 -71.9303554214 
2025-06-18T04:54:37.495 17:57:59.17 20:03:13.687 -71:58:07.80 300.170243343 -71.930340879 
2025-06-18T04:49:05.473 17:52:26.11 20:03:14.453 -71:58:07.45 300.170074994 -71.9303326759 
2025-06-18T04:50:00.898 17:53:21.82 20:03:14.412 -71:58:07.71 300.170304762 -71.9303575797 
2025-06-18T05:28:46.100 18:32:13.03 20:03:08.605 -71:58:09.37 300.170113259 -71.9303295878 
2025-06-18T06:06:40.916 19:10:14.43 20:03:03.131 -71:58:12.22 300.170198093 -71.93037295 
2025-06-18T06:35:16.616 19:38:54.68 20:02:59.088 -71:58:13.21 300.1702821 -71.9303533573 
2025-06-18T06:39:53.575 19:43:32.46 20:02:58.522 -71:58:13.71 300.170362292 -71.9303748459 
2025-06-18T06:47:16.660 19:50:56.54 20:02:57.515 -71:58:13.47 300.170360827 -71.930342641 
2025-06-18T07:28:49.188 20:32:36.11 20:02:52.131 -71:58:12.45 300.17043149 -71.9303458335 
2025-06-18T07:45:25.565 20:49:14.92 20:02:49.998 -71:58:10.81 300.170604265 -71.9303554248 
2025-06-18T07:46:20.917 20:50:10.43 20:02:49.834 -71:58:11.01 300.170721096 -71.9303086985 
2025-06-18T08:10:21.889 21:14:15.70 20:02:46.978 -71:58:08.74 300.170599344 -71.9303871218 
2025-06-18T08:07:35.400 21:11:28.96 20:02:47.309 -71:58:09.30 300.170658614 -71.9303651131 
2025-06-18T08:44:29.089 21:48:28.73 20:02:43.450 -71:58:03.20 300.170542774 -71.9303365489 
2025-06-18T09:01:05.348 22:05:07.67 20:02:41.941 -71:57:59.04 300.17063982 -71.9303513444 
2025-06-18T09:02:55.809 22:06:58.10 20:02:41.777 -71:57:58.73 300.170698616 -71.930348592 
2025-06-18T09:34:18.188 22:38:25.75 20:02:38.883 -71:57:51.85 300.170674235 -71.9303232747 
2025-06-18T07:21:25.133 20:25:10.88 20:02:53.166 -71:58:12.72 300.170461605 -71.9303382475 
2025-06-18T07:35:17.192 20:39:04.99 20:02:51.342 -71:58:11.82 300.170469431 -71.9303280982 
2025-06-18T07:41:44.300 20:45:33.08 20:02:50.455 -71:58:11.55 300.170622886 -71.9303425754 
2025-06-18T08:26:02.197 21:29:58.64 20:02:45.364 -71:58:06.18 300.170697885 -71.9303255173 
2025-06-18T08:26:57.530 21:30:53.73 20:02:45.333 -71:58:05.90 300.170609689 -71.9303912067 
2025-06-18T08:28:48.115 21:32:45.15 20:02:45.045 -71:58:05.72 300.170626306 -71.9303841408 
2025-06-18T08:20:30.289 21:24:25.76 20:02:45.908 -71:58:07.10 300.170508691 -71.9303538797 
2025-06-18T08:22:20.870 21:26:16.11 20:02:45.826 -71:58:06.76 300.170633941 -71.9303191945 
2025-06-18T08:23:16.104 21:27:11.72 20:02:45.754 -71:58:06.79 300.170589954 -71.9303718842 
2025-06-18T09:19:32.506 22:23:37.41 20:02:40.240 -71:57:54.79 300.170602706 -71.9303665579 
2025-06-18T09:21:23.257 22:25:28.82 20:02:40.014 -71:57:54.68 300.170756901 -71.9304193157 
2025-06-18T09:23:13.927 22:27:19.77 20:02:39.807 -71:57:53.87 300.170584355 -71.9303656769 
2025-06-18T07:31:35.299 20:35:22.93 20:02:51.813 -71:58:12.22 300.170491902 -71.9303754231 
2025-06-18T07:11:16.077 20:15:00.14 20:02:54.373 -71:58:13.17 300.170247156 -71.9303551731 
2025-06-18T08:02:58.698 21:06:51.07 20:02:47.771 -71:58:09.76 300.170678997 -71.9303895679 
2025-06-18T08:30:38.731 21:34:35.91 20:02:44.914 -71:58:05.25 300.170722003 -71.9303505257 
2025-06-18T08:31:34.057 21:35:31.55 20:02:44.836 -71:58:05.46 300.170757876 -71.9303165307 
2025-06-18T08:32:29.386 21:36:26.63 20:02:44.763 -71:58:05.05 300.170551054 -71.9303682131 
2025-06-18T08:48:10.546 21:52:10.53 20:02:43.085 -71:58:02.41 300.170839284 -71.9303984667 
2025-06-18T08:45:24.417 21:49:23.87 20:02:43.369 -71:58:02.94 300.170630835 -71.9303275856 
2025-06-18T09:29:41.506 22:33:48.46 20:02:39.281 -71:57:52.97 300.170873474 -71.9303630332 
2025-06-18T09:52:45.133 22:56:55.66 20:02:37.403 -71:57:46.89 300.170721496 -71.9303508769 
2025-06-18T09:49:04.047 22:53:14.20 20:02:37.529 -71:57:47.73 300.170457303 -71.9303672069 
2025-06-18T09:49:59.372 22:54:09.51 20:02:37.643 -71:57:47.09 300.170832112 -71.9303109099 
2025-06-18T05:33:23.368 18:36:51.04 20:03:07.943 -71:58:09.92 300.170134989 -71.9303490406 
2025-06-18T06:16:50.704 19:20:25.71 20:03:01.727 -71:58:12.65 300.170178257 -71.9303578033 
2025-06-18T06:20:32.083 19:24:07.63 20:03:01.063 -71:58:13.05 300.170316276 -71.930338604 
2025-06-18T06:10:22.408 19:13:55.90 20:03:02.648 -71:58:12.55 300.170255826 -71.9303866106 
2025-06-18T00:09:10.081 13:11:44.08 12:50:29.984 -31:12:14.65 192.311401775 -31.0005580062 
2025-06-18T05:08:28.597 18:11:52.68 20:03:11.542 -71:58:08.19 300.170249675 -71.930330001 
2025-06-18T05:09:24.028 18:12:48.16 20:03:11.370 -71:58:08.06 300.170206145 -71.9303526756 
2025-06-18T06:25:08.619 19:28:45.31 20:03:00.440 -71:58:12.96 300.170192675 -71.9303242697 
2025-06-18T07:02:57.831 20:06:40.45 20:02:55.558 -71:58:12.94 300.17043357 -71.930389328 
2025-06-18T05:10:19.265 18:13:43.24 20:03:11.295 -71:58:08.10 300.170211511 -71.9303573521 
2025-06-18T05:13:05.271 18:16:29.76 20:03:10.866 -71:58:08.60 300.170192498 -71.9303238969 
2025-06-18T05:14:55.748 18:18:20.38 20:03:10.587 -71:58:08.66 300.170216498 -71.9303317718 
2025-06-18T05:39:53.137 18:43:21.51 20:03:07.011 -71:58:10.28 300.170221497 -71.930388672 
2025-06-18T06:02:04.020 19:05:36.68 20:03:03.825 -71:58:11.94 300.170197574 -71.9303482294 
2025-06-18T06:54:40.192 19:58:21.60 20:02:56.501 -71:58:13.24 300.170282961 -71.930303525 
2025-06-18T01:43:29.153 14:46:19.24 10:30:32.296 -24:16:23.41 157.383646278 -24.1085868537 
2025-06-18T02:24:28.927 15:27:25.94 11:40:01.593 -37:55:52.84 174.756637376 -37.7349918162 
2025-06-18T05:02:00.480 18:05:23.02 20:03:12.497 -71:58:07.63 300.170249627 -71.9303325513 
2025-06-18T05:03:51.142 18:07:13.96 20:03:12.259 -71:58:07.93 300.170067093 -71.9303709985 
2025-06-18T06:41:44.440 19:45:23.86 20:02:58.231 -71:58:13.11 300.170404022 -71.9303407239 
2025-06-18T06:34:21.380 19:37:59.64 20:02:59.277 -71:58:13.09 300.170378106 -71.9303867565 
2025-06-18T07:05:43.711 20:09:27.02 20:02:55.154 -71:58:13.11 300.17038892 -71.9303653054 
2025-06-18T09:59:12.917 23:03:24.26 20:02:37.049 -71:57:45.48 300.170786123 -71.9303200658 
2025-06-18T10:22:57.958 23:27:13.32 20:26:20.930 -23:00:28.97 306.250799708 -23.0541333553 
2025-06-18T10:10:16.074 23:14:29.68 20:02:36.327 -71:57:42.87 300.170585909 -71.93034852 
2025-06-18T10:13:57.030 23:18:11.12 20:02:35.997 -71:57:41.44 300.170561646 -71.9302877202 
2025-06-18T10:03:49.107 23:08:01.38 20:02:36.733 -71:57:44.34 300.170651261 -71.9303351377 
2025-06-18T10:27:14.152 23:31:30.09 20:26:20.577 -23:00:28.13 306.25072756 -23.0541981419 
2025-06-18T10:16:43.437 23:20:57.96 20:02:35.752 -71:57:40.72 300.170614944 -71.9302520309 
2025-06-12T01:28:36.536 14:07:45.05 10:36:36.504 -50:40:01.22 158.997752711 -50.4565998972 
2025-06-12T01:08:38.225 13:47:43.48 10:36:37.379 -50:40:09.12 158.99775066 -50.4566701048 
2025-06-12T01:10:13.555 13:49:18.76 10:36:37.323 -50:40:08.56 158.997708934 -50.456660624 
2025-06-12T01:11:01.966 13:50:07.23 10:36:37.302 -50:40:08.38 158.997724825 -50.4566464283 
2025-06-12T01:12:37.728 13:51:43.65 10:36:37.200 -50:40:07.91 158.997877555 -50.4565827609 
2025-06-12T01:31:00.231 14:10:09.05 10:36:36.391 -50:40:00.11 158.997731991 -50.4566336765 
2025-06-12T01:33:24.605 14:12:33.59 10:36:36.320 -50:39:59.19 158.997847971 -50.4566214146 
2025-06-12T01:15:50.164 13:54:56.39 10:36:37.206 -50:40:05.95 158.99773576 -50.4566027482 
2025-06-12T01:17:26.059 13:56:32.36 10:36:37.131 -50:40:05.02 158.997637215 -50.456628703 
2025-06-15T08:05:45.772 20:57:48.80 01:24:46.510 -58:44:26.65 20.9357850615 -58.8072949663 
2025-06-15T08:19:23.298 21:11:28.67 01:24:46.204 -58:44:30.69 20.9423766624 -58.8096047127 
2025-06-15T08:20:18.675 21:12:24.19 01:24:46.123 -58:44:31.11 20.9424290226 -58.8096409803 
2025-06-15T08:21:31.012 21:13:37.11 01:24:46.149 -58:44:31.30 20.9429969451 -58.8098452469 
2025-06-15T08:33:14.593 21:25:31.52 18:26:10.319 -18:55:39.18 276.199163103 -18.9270277094 
2025-06-17T09:58:09.804 22:58:24.84 03:00:55.649 -32:08:10.97 44.9410636044 -32.1871285161 
2025-06-17T09:45:14.104 22:45:26.82 03:00:55.735 -32:08:07.06 44.9360285877 -32.1857736033 
2025-06-17T09:07:59.683 22:08:06.28 23:40:33.672 +05:36:34.22 354.803380514 5.48373563573 
2025-06-17T09:04:14.474 22:04:20.73 23:40:34.058 +05:36:34.50 354.803385226 5.48373960266 
2025-06-17T09:01:30.297 22:01:35.62 23:40:34.105 +05:36:34.94 354.802002017 5.48417782169 
2025-06-16T22:57:58.087 11:56:24.33 12:47:56.657 +02:13:30.16 191.653180682 2.38389481743 
2025-06-16T23:05:49.495 12:04:17.36 12:47:56.486 +02:13:30.00 191.657147134 2.38391817196 
2025-06-11T23:54:12.996 12:33:05.78 10:36:44.753 -50:40:22.02 158.997762401 -50.4566334166 
2025-06-11T23:56:37.645 12:35:31.05 10:36:44.478 -50:40:21.87 158.997682106 -50.4566744423 
2025-06-12T00:00:37.158 12:39:31.00 10:36:43.930 -50:40:21.41 158.997798948 -50.4565864856 
2025-06-11T23:59:48.736 12:38:42.46 10:36:44.057 -50:40:21.82 158.997794091 -50.456701947 
2025-06-12T00:08:36.573 12:47:31.98 10:36:43.040 -50:40:21.49 158.998060778 -50.456615231 
2025-06-12T00:18:10.255 12:57:07.28 10:36:41.796 -50:40:21.50 158.997775043 -50.4566671903 
2025-06-12T00:51:45.583 13:30:48.03 10:36:38.825 -50:40:13.06 158.99779209 -50.4566198688 
2025-06-12T00:54:58.628 13:34:01.29 10:36:38.545 -50:40:11.79 158.997565202 -50.4566288729 
2025-06-18T00:25:15.824 13:27:53.39 14:19:09.218 +25:01:50.73 214.490545744 25.1364889496 
2025-06-18T00:28:17.310 13:30:55.09 14:19:09.000 +25:01:50.97 214.491263515 25.136273412 
2025-06-18T08:53:42.965 21:57:43.79 20:02:42.651 -71:58:00.90 300.170742827 -71.9303493251 
2025-06-18T09:20:28.026 22:24:33.11 20:02:40.117 -71:57:54.70 300.170875997 -71.9304158975 
2025-06-18T09:22:18.489 22:26:23.77 20:02:39.949 -71:57:54.08 300.170728941 -71.9303782732 
2025-06-18T09:24:09.258 22:28:15.26 20:02:39.788 -71:57:53.25 300.170921908 -71.9302720284 
2025-06-18T09:53:40.668 22:57:51.56 20:02:37.538 -71:57:47.39 300.171124825 -71.9303295323 
2025-06-18T10:05:39.666 23:09:52.27 20:02:36.625 -71:57:44.26 300.170659744 -71.9303180287 
2025-06-18T10:06:34.893 23:10:47.94 20:02:36.498 -71:57:43.95 300.170783637 -71.9303440768 
2025-06-18T08:50:57.152 21:54:57.29 20:02:42.792 -71:58:01.42 300.170636946 -71.9302863651 
2025-06-18T09:00:09.903 22:04:11.73 20:02:42.033 -71:57:59.46 300.170841133 -71.9303814913 
2025-06-18T09:02:00.574 22:06:02.63 20:02:41.893 -71:57:59.05 300.170877582 -71.9304227555 
2025-06-18T09:08:27.424 22:12:30.91 20:02:41.204 -71:57:57.21 300.170515553 -71.9303557993 
2025-06-18T09:10:18.098 22:14:21.74 20:02:41.064 -71:57:56.83 300.170696936 -71.9303870978 
2025-06-18T09:15:51.066 22:19:55.38 20:02:40.554 -71:57:55.97 300.17078187 -71.9303883309 
2025-06-18T09:18:37.187 22:22:42.25 20:02:40.298 -71:57:55.16 300.170660274 -71.9302832684 
2025-06-18T09:30:36.841 22:34:43.95 20:02:39.272 -71:57:52.63 300.170535893 -71.9304228299 
2025-06-18T09:37:04.482 22:41:12.61 20:02:38.612 -71:57:51.18 300.170745348 -71.9303841475 
2025-06-18T09:47:13.279 22:51:22.77 20:02:37.748 -71:57:48.14 300.17069859 -71.9302566983 
2025-06-18T09:55:31.483 22:59:42.73 20:02:37.302 -71:57:46.57 300.170712532 -71.9303415253 
2025-06-18T10:00:08.156 23:04:19.64 20:02:36.972 -71:57:45.43 300.170724245 -71.9304247836 
2025-06-18T10:11:11.325 23:15:24.90 20:02:36.216 -71:57:42.76 300.170677663 -71.9303499213 
2025-06-18T10:17:38.765 23:21:53.55 20:02:35.736 -71:57:40.73 300.170785104 -71.9303648618 
2025-06-18T05:04:46.462 18:08:09.62 20:03:12.141 -71:58:07.94 300.170068527 -71.9303711624 
2025-06-18T05:47:16.650 18:50:46.83 20:03:05.943 -71:58:10.45 300.170374262 -71.9303605926 
2025-06-18T05:45:25.968 18:48:55.88 20:03:06.185 -71:58:10.24 300.170318997 -71.9303529539 
2025-06-18T06:07:36.087 19:11:09.56 20:03:03.080 -71:58:12.22 300.17023419 -71.9303419054 
2025-06-18T06:11:17.639 19:14:51.84 20:03:02.533 -71:58:12.29 300.170290903 -71.9304119867 
2025-06-18T00:35:31.816 13:38:10.46 14:19:08.640 +25:01:50.87 214.494205979 25.1361788168 
2025-06-18T01:47:20.437 14:50:11.06 10:30:31.773 -24:16:23.22 157.383595853 -24.1086128622 
2025-06-18T02:30:33.786 15:33:31.68 11:40:01.339 -37:55:50.39 174.758730523 -37.7345153065 
2025-06-18T04:38:56.196 17:42:15.39 20:03:16.145 -71:58:08.67 300.170432094 -71.93038404 
2025-06-18T04:55:32.719 17:58:54.44 20:03:13.533 -71:58:07.41 300.170192792 -71.9303358727 
2025-06-18T04:59:14.443 18:02:37.08 20:03:13.007 -71:58:07.29 300.170135923 -71.9303400059 
2025-06-18T05:00:09.723 18:03:32.24 20:03:12.852 -71:58:07.22 300.170245573 -71.930315493 
2025-06-18T05:26:55.521 18:30:22.19 20:03:08.871 -71:58:09.63 300.170254095 -71.9303381694 
2025-06-18T05:29:41.955 18:33:09.39 20:03:08.497 -71:58:09.42 300.170168471 -71.9303704501 
2025-06-18T05:57:26.419 19:00:58.13 20:03:04.539 -71:58:11.64 300.17017573 -71.930347805 
2025-06-18T02:23:33.580 15:26:30.45 11:40:01.674 -37:55:53.29 174.756609281 -37.7350014843 
2025-06-18T04:45:24.105 17:48:44.40 20:03:15.038 -71:58:07.51 300.170295157 -71.9302951715 
2025-06-18T04:47:14.700 17:50:34.92 20:03:14.865 -71:58:07.67 300.17017245 -71.9303470752 
2025-06-18T04:41:42.363 17:45:02.02 20:03:15.677 -71:58:08.19 300.170230867 -71.9303616629 
2025-06-18T05:36:09.379 18:39:37.62 20:03:07.580 -71:58:10.10 300.170096638 -71.9303323858 
2025-06-18T05:40:48.489 18:44:17.75 20:03:06.858 -71:58:09.90 300.170246307 -71.9303011111 
