Longitude = 20.813deg Latitude = -32.383deg
2025-09-14T18:40:42.575 19:39:44.92 18:35:25.975 -35:19:35.85 278.459383887 -35.3017605585 
2025-09-14T19:08:56.154 20:08:03.20 18:35:21.537 -35:19:36.35 278.459344187 -35.3018050724 
2025-09-14T19:04:48.878 20:03:55.10 18:35:22.038 -35:19:35.99 278.459361835 -35.3017346988 
2025-09-14T19:16:55.883 20:16:04.16 18:35:20.618 -35:19:35.53 278.459388266 -35.3017551471 
2025-09-14T20:33:16.772 21:32:37.88 18:35:14.490 -35:19:28.55 278.459274386 -35.3017976055 
2025-09-14T20:37:43.792 21:37:05.26 18:35:14.210 -35:19:28.30 278.459324266 -35.301722604 
2025-09-14T20:29:09.622 21:28:29.74 18:35:14.685 -35:19:28.63 278.459336158 -35.3018084355 
2025-09-14T20:34:18.329 21:33:39.37 18:35:14.439 -35:19:28.49 278.459400652 -35.3017462331 
2025-09-14T21:25:52.008 22:25:21.56 18:35:11.124 -35:19:20.24 278.459341903 -35.3018211238 
2025-09-14T21:20:41.934 22:20:10.71 18:35:11.184 -35:19:21.38 278.459319756 -35.3017475405 
2025-09-14T21:24:08.937 22:23:38.17 18:35:11.237 -35:19:20.64 278.459358067 -35.3017795092 
2025-09-14T22:08:33.619 23:08:10.27 22:43:57.384 +29:54:25.70 340.66023141 29.7215510842 
2025-09-14T22:10:42.785 23:10:19.73 22:43:57.228 +29:54:26.00 340.662992888 29.7215365615 
2025-09-14T23:47:37.733 00:47:30.46 05:20:58.812 -32:40:00.83 79.900133955 -32.6537849219 
2025-09-14T23:48:33.272 00:48:26.22 05:20:58.642 -32:40:00.78 79.9001376487 -32.6537700615 
2025-09-15T01:27:56.100 02:28:05.32 01:58:33.875 -34:54:47.07 29.3542544419 -35.0009930953 
2025-09-14T18:16:42.080 19:15:40.43 18:35:29.702 -35:19:36.47 278.459363399 -35.3017921918 
2025-09-14T18:17:23.486 19:16:22.08 18:35:29.592 -35:19:36.41 278.459390152 -35.3017895038 
2025-09-14T19:58:52.631 20:58:08.21 18:35:17.183 -35:19:33.02 278.459297326 -35.3018511198 
2025-09-14T20:05:05.162 21:04:21.39 18:35:16.667 -35:19:31.23 278.459298069 -35.3017405759 
2025-09-14T20:56:36.935 21:56:01.77 18:35:12.927 -35:19:25.40 278.459333643 -35.3017955117 
2025-09-14T20:50:25.290 21:49:48.94 18:35:13.236 -35:19:26.12 278.459290915 -35.3017718952 
2025-09-14T20:53:09.678 21:52:33.73 18:35:13.061 -35:19:25.98 278.459365019 -35.30173623 
2025-09-14T20:48:01.263 21:47:24.43 18:35:13.376 -35:19:26.49 278.459448093 -35.3017625022 
2025-09-15T03:28:18.764 04:28:47.80 03:34:42.672 -35:57:00.38 53.4623444965 -35.9975678971 
2025-09-14T17:47:27.889 18:46:21.66 18:35:34.712 -35:19:38.11 278.459447538 -35.3017835755 
2025-09-14T17:44:01.942 18:42:55.08 18:35:35.567 -35:19:38.64 278.459453888 -35.3017371812 
2025-09-14T17:44:43.276 18:43:36.23 18:35:35.394 -35:19:38.61 278.459521782 -35.3018191278 
2025-09-14T18:31:06.570 19:30:07.33 18:35:27.387 -35:19:35.36 278.459370475 -35.3018036876 
2025-09-14T18:25:16.717 19:24:16.52 18:35:28.346 -35:19:35.89 278.459351099 -35.3017951969 
2025-09-14T18:28:42.368 19:27:42.74 18:35:27.787 -35:19:35.60 278.45935283 -35.3018095771 
2025-09-14T18:24:14.823 19:23:14.52 18:35:28.485 -35:19:35.92 278.459338835 -35.3017937657 
2025-09-14T19:33:03.419 20:32:14.29 18:35:18.891 -35:19:34.38 278.459317623 -35.3017544197 
2025-09-14T20:10:54.317 21:10:11.37 18:35:16.223 -35:19:30.09 278.459322579 -35.3018003035 
2025-09-14T20:16:02.894 21:15:20.78 18:35:15.818 -35:19:30.32 278.459321708 -35.3017847027 
2025-09-14T21:04:10.832 22:03:36.65 18:35:12.146 -35:19:23.85 278.459303477 -35.3017972829 
2025-09-14T21:07:38.351 22:07:04.79 18:35:11.886 -35:19:23.32 278.459285569 -35.3017681636 
2025-09-14T21:11:03.631 22:10:31.02 18:35:11.697 -35:19:22.42 278.45925605 -35.3017587694 
2025-09-15T00:01:19.419 01:01:14.77 05:20:58.023 -32:40:00.96 79.9104664952 -32.6551104865 
2025-09-14T17:38:50.848 18:37:43.19 18:35:36.877 -35:19:40.21 278.459572086 -35.3017785591 
2025-09-14T18:03:38.660 19:02:34.97 18:35:31.861 -35:19:37.50 278.459387683 -35.3017638619 
2025-09-14T18:56:09.519 19:55:14.74 18:35:23.547 -35:19:35.13 278.459385585 -35.3017720073 
2025-09-14T19:03:47.378 20:02:53.72 18:35:22.127 -35:19:36.02 278.459336487 -35.301797174 
2025-09-14T19:49:36.364 20:48:50.12 18:35:17.875 -35:19:32.44 278.45936988 -35.3017281018 
2025-09-14T19:53:02.025 20:52:16.40 18:35:17.593 -35:19:32.57 278.459297989 -35.3017687847 
2025-09-14T19:53:43.871 20:52:58.29 18:35:17.531 -35:19:32.47 278.459305861 -35.3017818408 
2025-09-14T20:41:09.675 21:40:32.00 18:35:13.550 -35:19:25.82 278.45935698 -35.3017482462 
2025-09-14T20:39:26.839 21:38:48.94 18:35:13.687 -35:19:27.43 278.459369944 -35.3017190329 
2025-09-14T23:57:58.668 00:57:53.29 05:20:58.125 -32:40:00.69 79.9076090252 -32.6550202481 
2025-09-14T23:59:11.199 00:59:05.66 05:20:58.150 -32:40:00.95 79.9093598986 -32.6548891413 
2025-09-14T18:00:09.486 18:59:05.20 18:35:32.032 -35:19:36.98 278.459470418 -35.3017531921 
2025-09-14T18:01:14.748 19:00:10.69 18:35:31.808 -35:19:37.00 278.459375236 -35.3017297195 
2025-09-14T18:10:30.162 19:09:27.30 18:35:30.597 -35:19:36.73 278.459336108 -35.3017627452 
2025-09-14T18:46:33.309 19:45:36.66 18:35:24.972 -35:19:35.79 278.459352175 -35.3017841837 
2025-09-14T18:49:18.148 19:48:21.92 18:35:24.579 -35:19:35.54 278.459307533 -35.3017860514 
2025-09-14T19:48:34.791 20:47:48.31 18:35:17.992 -35:19:32.46 278.459302668 -35.3017994875 
2025-09-14T20:20:30.568 21:19:49.21 18:35:15.471 -35:19:29.77 278.459276749 -35.3017751568 
2025-09-14T20:23:56.237 21:23:15.59 18:35:15.268 -35:19:30.52 278.459288859 -35.301760065 
2025-09-14T20:22:54.763 21:22:14.18 18:35:15.341 -35:19:30.71 278.459296627 -35.3017954492 
2025-09-14T23:27:55.228 00:27:44.55 00:28:26.889 -33:53:46.10 6.774352994 -34.0007469916 
2025-09-15T18:06:48.794 19:09:41.93 18:44:13.216 -21:59:40.59 280.667862005 -21.9959393459 
2025-09-15T18:35:30.087 19:38:28.44 17:26:04.498 -21:19:24.04 261.177988311 -21.2826561863 
2025-09-10T23:43:14.960 00:27:20.92 02:39:54.632 -31:12:26.54 39.6331664091 -31.2855500367 
2025-09-10T21:25:42.815 22:09:26.41 22:04:08.294 -36:55:14.24 330.632866023 -37.0030110385 
2025-09-11T00:39:30.031 01:23:44.95 05:20:55.879 -32:39:56.33 79.902936 -32.6602157753 
2025-09-11T17:16:16.371 18:03:15.24 17:50:53.920 -26:01:52.51 267.317496444 -25.9972732133 
2025-09-11T17:46:34.831 18:33:38.99 14:20:33.103 -26:46:57.24 214.849368326 -26.6479154228 
2025-09-11T17:48:18.145 18:35:22.27 14:20:33.111 -26:46:56.63 214.850860907 -26.647687377 
2025-09-11T17:51:29.521 18:38:34.42 14:20:32.947 -26:46:56.25 214.85224908 -26.6472089018 
2025-09-12T23:24:48.144 00:16:44.10 20:45:45.716 -01:36:36.44 311.158852967 -1.72117673408 
2025-09-12T23:26:32.458 00:18:28.51 20:45:45.609 -01:36:36.11 311.159896919 -1.72097674247 
2025-09-12T23:35:27.632 00:27:25.53 23:20:22.701 -08:20:10.97 349.763853199 -8.47626663497 
2025-09-13T00:09:32.369 01:01:35.48 23:20:20.600 -08:20:04.65 349.78739175 -8.47412753793 
2025-09-13T03:26:07.681 04:18:43.56 05:07:48.934 -23:59:06.37 76.6602556514 -23.9946100485 
2025-09-13T02:02:12.020 02:54:33.51 01:24:40.607 -58:44:06.13 20.9531013405 -58.8037018412 
2025-09-13T02:51:32.247 03:44:01.92 03:36:06.728 -09:45:22.28 53.7154616668 -9.84071629508 
2025-09-13T01:50:41.243 02:43:00.96 01:24:41.681 -58:44:07.33 20.9471487289 -58.8045518342 
2025-09-13T01:51:36.608 02:43:56.47 01:24:41.502 -58:44:07.32 20.947123104 -58.8045579611 
2025-09-13T01:49:27.685 02:41:47.61 01:24:41.711 -58:44:07.62 20.9439284114 -58.8050372518 
2025-09-13T02:57:59.854 03:50:30.89 03:36:06.045 -09:45:21.82 53.7184990808 -9.84028865625 
2025-09-13T20:08:48.030 21:04:08.06 01:25:13.174 -58:44:42.04 20.9501809077 -58.7990269932 
2025-09-13T19:58:27.016 20:53:45.88 01:25:13.974 -58:44:42.95 20.9455119755 -58.7980783068 
2025-09-14T00:35:00.721 01:31:04.94 04:07:03.938 +20:15:27.72 61.3269509453 20.1555623741 
2025-09-14T00:35:56.185 01:32:00.33 04:07:03.725 +20:15:27.85 61.3270477469 20.1554378505 
2025-09-14T00:36:51.540 01:32:56.19 04:07:03.452 +20:15:28.11 61.3270665383 20.1554535648 
2025-09-13T22:45:49.907 23:41:36.13 23:20:26.518 -08:20:32.50 349.77256422 -8.48270189409 
2025-09-13T22:42:04.754 23:37:50.33 23:20:27.323 -08:20:32.63 349.772573006 -8.48268893752 
2025-09-14T00:31:18.735 01:27:22.24 04:07:04.863 +20:15:26.32 61.3269959007 20.1553559049 
2025-09-13T22:58:46.533 23:54:34.69 23:20:25.497 -08:20:30.76 349.779547851 -8.48184327359 
2025-09-13T23:02:48.868 23:58:37.68 23:20:25.528 -08:20:29.99 349.782572053 -8.48168986492 
2025-09-14T01:27:29.309 02:23:41.98 02:24:04.475 -24:54:30.95 35.7167306793 -24.9982148253 
2025-09-13T19:29:02.046 20:24:15.61 20:23:26.970 -21:56:13.31 305.471358465 -21.9935308046 
2025-09-14T19:32:22.106 20:31:32.93 18:35:18.955 -35:19:34.50 278.45935655 -35.3017499811 
2025-09-14T19:31:20.843 20:30:31.36 18:35:19.061 -35:19:34.68 278.459348659 -35.3017822387 
2025-09-14T19:34:04.524 20:33:15.63 18:35:18.807 -35:19:33.96 278.459433601 -35.301732186 
2025-09-14T19:44:27.926 20:43:40.79 18:35:18.350 -35:19:33.47 278.459300114 -35.3017737887 
2025-09-14T20:21:11.809 21:20:30.64 18:35:15.465 -35:19:30.17 278.459303159 -35.3017627259 
2025-09-14T21:17:15.544 22:16:43.47 18:35:11.410 -35:19:22.00 278.459398178 -35.3017972108 
2025-09-14T21:18:58.730 22:18:26.98 18:35:11.306 -35:19:21.65 278.459360681 -35.301800539 
2025-09-14T18:49:59.295 19:49:03.15 18:35:24.498 -35:19:35.53 278.459381306 -35.3018221854 
2025-09-14T18:52:43.210 19:51:47.39 18:35:24.048 -35:19:35.19 278.459354631 -35.3017955647 
2025-09-14T18:51:42.040 19:50:46.24 18:35:24.196 -35:19:35.23 278.459351292 -35.3018202164 
2025-09-14T18:29:23.516 19:28:24.07 18:35:27.667 -35:19:35.52 278.459373958 -35.3017893695 
2025-09-14T18:32:07.947 19:31:09.03 18:35:27.278 -35:19:35.44 278.459327268 -35.3017881064 
2025-09-14T18:57:53.207 19:56:58.41 18:35:23.298 -35:19:35.30 278.459314765 -35.3017644255 
2025-09-14T18:47:35.320 19:46:38.96 18:35:24.818 -35:19:35.69 278.459340905 -35.3017396271 
2025-09-14T21:05:55.751 22:05:21.12 18:35:12.211 -35:19:23.38 278.459285407 -35.3017665473 
2025-09-14T21:09:21.058 22:08:48.23 18:35:11.800 -35:19:22.82 278.459275741 -35.3017732443 
2025-09-14T21:12:47.052 22:12:14.21 18:35:11.580 -35:19:22.26 278.45926996 -35.3017734405 
2025-09-14T19:41:01.803 20:40:14.18 18:35:18.662 -35:19:33.77 278.459328171 -35.3017686822 
2025-09-14T19:37:35.395 20:36:47.39 18:35:18.973 -35:19:33.81 278.459236199 -35.3017130617 
2025-09-15T00:28:09.784 01:28:09.23 04:07:06.733 +20:15:30.29 61.3297964093 20.1496274615 
2025-09-15T00:29:06.060 01:29:05.74 04:07:06.441 +20:15:30.98 61.3294648744 20.149633721 
2025-09-15T00:30:01.487 01:30:01.13 04:07:06.149 +20:15:31.74 61.3294729235 20.1496696426 
2025-09-14T19:09:57.518 20:09:04.59 18:35:21.414 -35:19:36.43 278.459447574 -35.3017952127 
2025-09-14T19:11:40.892 20:10:48.28 18:35:21.209 -35:19:36.48 278.45935938 -35.3017218952 
2025-09-14T19:08:15.050 20:07:21.89 18:35:21.625 -35:19:36.38 278.459310821 -35.3017572457 
2025-09-14T20:57:18.098 21:56:42.91 18:35:12.595 -35:19:24.88 278.459281915 -35.3017433223 
2025-09-14T20:59:01.325 21:58:26.32 18:35:12.486 -35:19:24.73 278.459275437 -35.3018016572 
2025-09-14T21:02:28.415 22:01:54.19 18:35:12.251 -35:19:24.05 278.459300301 -35.3017952048 
2025-09-14T21:03:29.795 22:02:55.54 18:35:12.179 -35:19:23.71 278.459269068 -35.3017588938 
2025-09-14T18:14:59.676 19:13:57.76 18:35:29.981 -35:19:36.72 278.459336123 -35.3017715226 
2025-09-14T17:50:53.677 18:49:48.12 18:35:33.964 -35:19:37.65 278.45946163 -35.3017739064 
2025-09-14T17:52:36.693 18:51:31.44 18:35:33.587 -35:19:37.45 278.459489771 -35.3017533578 
2025-09-14T17:18:25.103 18:17:14.28 18:00:44.874 -25:01:59.05 269.782346187 -25.0067311181 
2025-09-14T20:12:37.331 21:11:55.02 18:35:16.068 -35:19:30.66 278.459282021 -35.3017742694 
2025-09-14T20:07:28.779 21:06:45.68 18:35:16.464 -35:19:30.91 278.459265501 -35.3017889722 
2025-09-14T21:34:25.846 22:33:57.12 18:35:10.876 -35:19:18.70 278.459406183 -35.301762897 
2025-09-14T21:31:41.635 22:31:11.97 18:35:11.030 -35:19:19.21 278.459279683 -35.3017752929 
2025-09-14T18:07:04.854 19:06:02.01 18:35:31.222 -35:19:37.36 278.459404844 -35.301775976 
2025-09-14T18:09:49.105 19:08:46.33 18:35:30.733 -35:19:36.80 278.459344112 -35.3017344984 
2025-09-14T18:08:47.928 19:07:45.15 18:35:30.902 -35:19:37.03 278.459378208 -35.3017804324 
2025-09-14T17:40:34.094 18:39:26.86 18:35:36.479 -35:19:40.14 278.45948591 -35.3017310927 
2025-09-14T18:33:50.946 19:32:52.10 18:35:27.033 -35:19:35.90 278.45933824 -35.3017392181 
2025-09-14T20:42:52.901 21:42:15.20 18:35:13.411 -35:19:25.28 278.459305164 -35.301716053 
2025-09-14T23:45:29.126 00:45:21.69 05:20:58.931 -32:40:00.80 79.8984390102 -32.6536684303 
2025-09-14T18:38:59.823 19:38:01.80 18:35:26.224 -35:19:35.77 278.4593405 -35.3017767483 
2025-09-14T17:55:01.239 18:53:56.11 18:35:33.041 -35:19:37.22 278.45947368 -35.301763651 
2025-09-14T17:56:02.322 18:54:57.36 18:35:32.827 -35:19:37.20 278.459512506 -35.3016975893 
2025-09-14T17:57:45.225 18:56:40.41 18:35:32.503 -35:19:36.89 278.459459884 -35.3017303978 
2025-09-14T20:30:52.413 21:30:12.86 18:35:14.572 -35:19:28.17 278.459296702 -35.3017630699 
2025-09-14T18:02:57.166 19:01:53.20 18:35:31.996 -35:19:37.37 278.459410852 -35.3017339752 
2025-09-14T19:20:21.663 20:19:30.61 18:35:20.240 -35:19:35.46 278.459427784 -35.3017528415 
2025-09-14T19:21:03.116 20:20:12.13 18:35:20.107 -35:19:35.69 278.459340654 -35.3017689275 
2025-09-14T19:28:56.314 20:28:06.59 18:35:19.299 -35:19:34.72 278.459353279 -35.3017528201 
2025-09-14T21:21:23.915 22:20:52.59 18:35:11.152 -35:19:21.44 278.459254513 -35.3017750838 
2025-09-14T21:24:50.207 22:24:19.53 18:35:11.192 -35:19:20.51 278.45926109 -35.3017827854 
2025-09-14T17:59:27.979 18:58:23.46 18:35:32.139 -35:19:37.07 278.459390819 -35.3017426656 
2025-09-14T19:51:18.818 20:50:32.64 18:35:17.734 -35:19:32.62 278.459283148 -35.3017574077 
2025-09-14T20:01:37.627 21:00:53.46 18:35:16.925 -35:19:32.48 278.459399444 -35.3018145511 
2025-09-14T19:54:45.239 20:53:59.75 18:35:17.567 -35:19:33.04 278.459392099 -35.3017675025 
2025-09-14T19:57:09.568 20:56:24.69 18:35:17.329 -35:19:32.96 278.459312929 -35.3017787103 
2025-09-16T20:22:06.837 21:29:19.12 22:03:57.126 -34:20:19.45 330.590358216 -34.4223177156 
2025-09-17T18:03:03.367 19:13:49.51 15:40:07.623 -22:46:29.17 234.72610455 -22.6770272343 
2025-09-17T18:24:50.643 19:35:40.25 17:47:14.616 -28:02:36.43 266.438328961 -28.0024248841 
2025-09-17T18:37:03.112 19:47:54.81 19:59:37.643 -25:57:42.72 299.500949711 -26.0014622204 
2025-09-17T19:46:45.375 20:57:48.27 22:43:07.735 -03:02:40.41 340.403708245 -3.18187316249 
2025-09-17T20:02:35.669 21:13:41.49 21:14:08.325 -57:14:29.29 318.048175635 -57.2742906678 
2025-09-17T20:06:38.852 21:17:45.07 21:14:07.913 -57:14:28.84 318.050573808 -57.2742898899 
2025-09-17T20:16:05.100 21:27:13.06 21:14:06.953 -57:14:27.78 318.054380616 -57.2736100003 
2025-09-17T20:35:51.648 21:47:02.71 00:55:13.651 +12:51:36.67 13.3968169345 12.6960087183 
2025-09-17T20:49:33.898 22:00:47.35 00:55:12.786 +12:51:35.77 13.4072385322 12.6952013276 
2025-09-17T20:50:31.255 22:01:44.66 00:55:12.623 +12:51:35.75 13.4072459224 12.6953388713 
2025-09-17T20:53:09.972 22:04:23.65 00:55:12.353 +12:51:35.79 13.4083583665 12.6951019397 
2025-09-17T20:47:24.996 21:58:37.69 00:55:12.924 +12:51:35.90 13.406028639 12.6954243953 
2025-09-17T20:48:20.543 21:59:33.64 00:55:12.812 +12:51:36.41 13.406052934 12.6954423066 
2025-09-13T22:30:55.515 23:26:39.17 23:20:28.294 -08:20:33.96 349.764684202 -8.48311089305 
2025-09-14T00:32:14.165 01:28:17.71 04:07:04.686 +20:15:26.63 61.3269549259 20.1553051654 
2025-09-14T00:33:09.614 01:29:13.35 04:07:04.437 +20:15:26.32 61.3269071568 20.1554018859 
2025-09-12T23:22:33.567 00:14:29.46 20:45:45.854 -01:36:36.87 311.157574843 -1.72145563932 
2025-09-13T02:04:19.217 02:56:41.61 01:24:40.410 -58:44:05.91 20.9540775897 -58.8035863102 
2025-09-13T02:00:06.845 02:52:28.34 01:24:40.799 -58:44:06.34 20.9520643094 -58.8037836206 
2025-09-12T23:41:12.867 00:33:11.74 23:20:23.113 -08:20:08.59 349.771713597 -8.47552756399 
2025-09-13T01:58:53.662 02:51:14.80 01:24:40.835 -58:44:06.74 20.951026637 -58.8040370719 
2025-09-13T01:48:32.231 02:40:51.99 01:24:41.883 -58:44:07.55 20.9439729822 -58.8050800999 
2025-09-12T23:44:58.505 00:36:57.69 23:20:22.133 -08:20:08.89 349.77169792 -8.47552192016 
2025-09-13T02:09:49.663 03:02:12.74 01:24:39.662 -58:44:05.67 20.9543329151 -58.8036942855 
2025-09-13T03:09:36.179 04:02:09.25 03:36:05.252 -09:45:19.83 53.7236021995 -9.84026918366 
2025-09-13T18:07:17.750 19:02:18.10 18:11:15.999 -37:02:20.36 272.389879347 -36.9945569371 
2025-09-13T19:57:14.162 20:52:32.31 01:25:13.998 -58:44:43.21 20.9441176222 -58.7978054382 
2025-09-13T20:11:27.324 21:06:48.32 01:25:12.976 -58:44:41.96 20.9513633388 -58.7992703843 
2025-09-13T20:13:10.239 21:08:31.06 01:25:12.962 -58:44:42.26 20.9528753272 -58.799488851 
2025-09-13T18:11:40.992 19:06:41.99 17:04:36.513 -48:53:23.17 255.707395871 -48.7920616544 
2025-09-13T20:04:33.107 20:59:52.46 01:25:13.469 -58:44:42.31 20.94822278 -58.7985250553 
2025-09-13T20:27:48.971 21:23:12.41 22:05:36.081 -21:54:03.28 331.011286109 -22.003180276 
2025-09-13T21:33:58.548 22:29:32.93 19:55:09.785 -13:43:20.48 298.481193327 -13.7844744849 
2025-09-13T17:17:42.317 18:12:34.21 18:48:26.322 -38:02:55.26 281.643203968 -38.0287329752 
2025-09-14T18:25:58.008 19:24:57.95 18:35:28.217 -35:19:35.72 278.459391332 -35.3018061928 
2025-09-14T18:26:59.519 19:25:59.68 18:35:28.047 -35:19:35.61 278.459349013 -35.3017785823 
2025-09-14T18:30:24.784 19:29:25.79 18:35:27.520 -35:19:35.40 278.459366909 -35.3017429509 
2025-09-14T18:32:49.198 19:31:49.74 18:35:27.180 -35:19:35.67 278.459393835 -35.3017850574 
2025-09-14T18:45:51.740 19:44:54.74 18:35:25.124 -35:19:35.77 278.459372624 -35.3017614256 
2025-09-14T18:51:00.696 19:50:04.68 18:35:24.338 -35:19:35.35 278.459372735 -35.3017570364 
2025-09-14T20:02:18.780 21:01:34.62 18:35:16.865 -35:19:32.28 278.459221146 -35.3018246991 
2025-09-14T20:04:03.515 21:03:19.58 18:35:16.750 -35:19:31.38 278.459291859 -35.301810588 
2025-09-14T20:05:46.410 21:05:02.69 18:35:16.628 -35:19:31.00 278.459301565 -35.3018103295 
2025-09-14T20:08:30.072 21:07:46.81 18:35:16.384 -35:19:30.68 278.459303089 -35.3017915442 
2025-09-14T19:55:26.524 20:54:41.15 18:35:17.500 -35:19:33.02 278.459300411 -35.301799158 
2025-09-14T19:56:28.272 20:55:42.99 18:35:17.438 -35:19:33.14 278.459386456 -35.3017889706 
2025-09-14T19:58:11.403 20:57:26.38 18:35:17.251 -35:19:32.87 278.459377613 -35.3018034618 
2025-09-14T22:01:48.039 23:01:23.44 22:34:12.906 -21:53:05.31 338.194462439 -21.9944793514 
2025-09-15T17:51:48.327 18:54:39.27 19:19:22.864 -24:57:39.86 289.435489151 -24.9820356971 
2025-09-14T17:49:51.952 18:48:45.90 18:35:34.196 -35:19:37.81 278.459487773 -35.3017847793 
2025-09-14T17:53:18.167 18:52:12.71 18:35:33.429 -35:19:37.49 278.45946136 -35.3017922597 
2025-09-14T17:48:09.371 18:47:02.99 18:35:34.566 -35:19:38.06 278.459502301 -35.301768792 
2025-09-14T19:13:30.145 20:12:37.77 18:35:21.034 -35:19:36.37 278.459461837 -35.301818169 
2025-09-14T20:43:34.298 21:42:57.02 18:35:13.380 -35:19:25.34 278.459298801 -35.3017811269 
2025-09-15T00:02:45.013 01:02:40.53 05:20:57.813 -32:40:00.62 79.9105642746 -32.6551039131 
2025-09-14T18:55:07.793 19:54:12.42 18:35:23.700 -35:19:35.28 278.459358272 -35.3018162438 
2025-09-14T18:56:50.904 19:55:56.11 18:35:23.433 -35:19:35.11 278.459326473 -35.3017997804 
2025-09-14T18:58:34.443 19:57:39.89 18:35:23.225 -35:19:35.22 278.459327248 -35.3018122587 
2025-09-14T19:00:17.395 19:59:23.00 18:35:23.011 -35:19:35.45 278.459359727 -35.3018180002 
2025-09-14T20:26:20.146 21:25:40.01 18:35:14.911 -35:19:28.98 278.459330757 -35.3018066345 
2025-09-14T20:27:21.702 21:26:41.53 18:35:14.793 -35:19:28.76 278.459317439 -35.301770117 
2025-09-14T20:22:13.403 21:21:32.68 18:35:15.387 -35:19:30.52 278.459243018 -35.3017157545 
2025-09-14T23:57:02.830 00:56:57.21 05:20:58.274 -32:40:00.93 79.9076546969 -32.6550384889 
2025-09-14T20:11:55.843 21:11:13.25 18:35:16.113 -35:19:30.94 278.459308092 -35.3017309982 
2025-09-14T21:35:07.301 22:34:38.34 18:35:10.798 -35:19:18.62 278.459272824 -35.3017707554 
2025-09-14T21:36:09.534 22:35:40.61 18:35:10.724 -35:19:18.34 278.459524568 -35.3017343792 
2025-09-14T21:36:50.823 22:36:22.14 18:35:10.682 -35:19:18.25 278.459246475 -35.3017517843 
2025-09-14T21:29:58.433 22:29:28.67 18:35:10.904 -35:19:19.35 278.459289 -35.3017721748 
2025-09-14T21:31:00.041 22:30:30.30 18:35:11.050 -35:19:19.29 278.459341851 -35.3017687691 
2025-09-14T21:32:43.135 22:32:13.97 18:35:10.969 -35:19:18.88 278.459309185 -35.3017331731 
2025-09-14T21:29:17.189 22:28:47.14 18:35:10.947 -35:19:19.48 278.459381097 -35.301785154 
2025-09-15T00:30:56.833 01:30:56.70 04:07:05.962 +20:15:30.95 61.3295090792 20.1497453078 
2025-09-14T19:30:39.602 20:29:50.22 18:35:19.164 -35:19:34.54 278.459420616 -35.3017820797 
2025-09-14T22:11:42.192 23:11:19.43 22:43:57.029 +29:54:25.91 340.662942168 29.7215369817 
2025-09-14T22:12:56.355 23:12:33.72 22:43:57.067 +29:54:26.32 340.664942662 29.7215650407 
2025-09-14T18:05:21.235 19:04:17.67 18:35:31.529 -35:19:37.37 278.459393112 -35.3017855377 
2025-09-14T17:56:43.600 18:55:38.93 18:35:32.708 -35:19:37.19 278.459443311 -35.3017916042 
2025-09-14T18:42:25.748 19:41:28.40 18:35:25.691 -35:19:35.95 278.459425994 -35.3018049633 
2025-09-14T18:43:07.335 19:42:10.23 18:35:25.559 -35:19:35.85 278.459361771 -35.3018235506 
2025-09-14T18:44:08.859 19:43:11.78 18:35:25.396 -35:19:35.85 278.459353889 -35.3017536097 
2025-09-14T20:54:53.644 21:54:18.26 18:35:12.949 -35:19:25.47 278.459491489 -35.3018036516 
2025-09-14T21:01:46.939 22:01:12.29 18:35:12.306 -35:19:24.17 278.459425814 -35.3017752652 
2025-09-14T20:49:43.712 21:49:07.47 18:35:13.256 -35:19:26.51 278.459399888 -35.3017687913 
2025-09-14T20:48:42.308 21:48:05.57 18:35:13.338 -35:19:26.50 278.459307602 -35.3017724518 
2025-09-14T20:46:18.375 21:45:41.24 18:35:13.496 -35:19:26.93 278.45944285 -35.3017726708 
2025-09-14T17:39:32.493 18:38:24.82 18:35:36.780 -35:19:40.20 278.45958455 -35.3018099307 
2025-09-14T18:11:32.792 19:10:30.29 18:35:30.542 -35:19:37.12 278.45935168 -35.30178326 
2025-09-14T18:15:40.795 19:14:39.12 18:35:29.872 -35:19:36.39 278.459399075 -35.3017681643 
2025-09-14T18:13:58.166 19:12:56.29 18:35:30.141 -35:19:36.61 278.459366525 -35.3017790468 
2025-09-14T20:34:59.470 21:34:20.58 18:35:14.371 -35:19:28.36 278.459229815 -35.301775479 
2025-09-14T20:28:07.790 21:27:28.09 18:35:14.763 -35:19:28.74 278.459291469 -35.3018071598 
2025-09-14T18:04:40.165 19:03:36.61 18:35:31.675 -35:19:37.55 278.459346984 -35.3017603208 
2025-09-14T18:19:06.156 19:18:05.07 18:35:29.305 -35:19:36.28 278.459352593 -35.3017835868 
2025-09-14T18:20:48.890 19:19:48.11 18:35:29.041 -35:19:36.13 278.459378407 -35.3018083854 
2025-09-14T18:21:50.716 19:20:50.18 18:35:28.865 -35:19:36.18 278.459317101 -35.3017336275 
2025-09-14T18:22:32.081 19:21:31.54 18:35:28.769 -35:19:36.41 278.459384304 -35.3018181973 
2025-09-14T18:23:33.798 19:22:33.45 18:35:28.578 -35:19:36.08 278.459375589 -35.3017505349 
2025-09-14T19:42:44.965 20:41:57.57 18:35:18.521 -35:19:33.53 278.459324962 -35.3017383106 
2025-09-14T19:38:17.436 20:37:29.17 18:35:18.897 -35:19:33.97 278.459304004 -35.3017599547 
2025-09-14T21:12:05.357 22:11:32.96 18:35:11.650 -35:19:22.29 278.459409142 -35.3017738499 
2025-09-14T21:05:12.563 22:04:38.67 18:35:12.086 -35:19:23.28 278.459062691 -35.3017392894 
