Longitude = 20.813deg Latitude = -32.383deg
2024-11-22 23:11:44 87.575362 -54.772189 87.381677 -54.803384
2024-11-22 23:13:15 87.574650 -54.772267 87.381696 -54.803408
2024-11-22 23:14:43 87.573846 -54.772089 87.381672 -54.803414
2024-11-22 23:16:12 87.573158 -54.772064 87.381662 -54.803393
2024-11-22 23:17:40 87.572429 -54.772161 87.381686 -54.803404
2024-11-22 23:20:38 87.570704 -54.772197 87.381687 -54.803401
2024-11-22 23:22:06 87.569850 -54.772297 87.381658 -54.803409
2024-11-22 23:23:35 87.569179 -54.772278 87.381702 -54.803412
2024-11-22 23:25:03 87.568321 -54.772319 87.381715 -54.803410
2024-11-22 23:29:29 87.565938 -54.772403 87.381723 -54.803394
2024-11-22 23:30:57 87.564979 -54.772456 87.381746 -54.803404
2024-11-22 23:32:26 87.564054 -54.772439 87.381715 -54.803393
2024-11-22 23:33:55 87.563208 -54.772522 87.381740 -54.803380
2024-11-22 23:39:49 87.559671 -54.772650 87.381715 -54.803400
2024-11-22 23:41:18 87.558842 -54.772675 87.381766 -54.803388
2024-11-22 23:42:47 87.557925 -54.772678 87.381737 -54.803379
2024-11-22 23:44:16 87.557029 -54.772739 87.381734 -54.803407
2024-11-22 23:45:45 87.556171 -54.772697 87.381722 -54.803393
2024-11-22 23:47:13 87.555321 -54.772717 87.381731 -54.803381
2024-11-22 23:53:07 87.551983 -54.772753 87.381753 -54.803399
2024-11-22 23:56:04 87.550275 -54.772747 87.381759 -54.803387
2024-11-22 23:57:33 87.549308 -54.772742 87.381768 -54.803388
2024-11-22 23:59:02 87.548388 -54.772750 87.381777 -54.803371
2024-11-23 00:00:30 87.547250 -54.772767 87.381791 -54.803386
2024-11-23 00:01:59 87.546287 -54.772814 87.381794 -54.803411
2024-11-23 00:03:28 87.545267 -54.772753 87.381795 -54.803394
2024-11-23 00:04:57 87.544104 -54.772767 87.381798 -54.803407
2024-11-23 00:06:26 87.543037 -54.772783 87.381803 -54.803393
2024-11-23 00:07:55 87.541950 -54.772778 87.381835 -54.803388
2024-11-23 00:09:23 87.540575 -54.772725 87.381928 -54.803340
2024-11-23 00:10:52 87.539287 -54.772636 87.381840 -54.803379
2024-11-23 00:12:21 87.538021 -54.772644 87.381794 -54.803402
2024-11-23 00:13:50 87.537075 -54.772642 87.381783 -54.803371
2024-11-23 00:15:18 87.536033 -54.772711 87.381793 -54.803394
2024-11-23 00:16:47 87.535004 -54.772636 87.381781 -54.803378
2024-11-23 00:18:15 87.534021 -54.772661 87.381790 -54.803405
2024-11-23 00:19:44 87.533125 -54.772622 87.381860 -54.803348
2024-11-23 00:21:13 87.532158 -54.772572 87.381821 -54.803391
2024-11-23 00:22:42 87.531221 -54.772619 87.381779 -54.803385
2024-11-23 00:24:10 87.530121 -54.772600 87.381793 -54.803405
2024-11-23 00:25:39 87.529200 -54.772569 87.381796 -54.803396
2024-11-23 00:27:08 87.528283 -54.772481 87.381846 -54.803389
2024-11-23 00:28:37 87.527375 -54.772472 87.381814 -54.803384
2024-11-23 00:30:06 87.526479 -54.772442 87.381807 -54.803378
2024-11-23 00:31:34 87.525504 -54.772403 87.381811 -54.803390
2024-11-23 00:33:03 87.524642 -54.772339 87.381831 -54.803394
2024-11-23 00:34:32 87.523779 -54.772294 87.381812 -54.803381
2024-11-23 00:36:00 87.522858 -54.772261 87.381830 -54.803400
2024-11-23 00:37:29 87.521854 -54.772175 87.381808 -54.803416
2024-11-23 00:38:57 87.520938 -54.772158 87.381830 -54.803393
2024-11-23 00:40:26 87.519933 -54.772058 87.381851 -54.803398
2024-11-23 00:41:55 87.518904 -54.772014 87.381793 -54.803408
2024-11-23 00:43:23 87.518008 -54.771950 87.381808 -54.803404
2024-11-23 00:44:52 87.517150 -54.771936 87.381814 -54.803412
2024-11-23 00:46:21 87.516333 -54.771858 87.381836 -54.803382
2024-11-23 00:47:50 87.515312 -54.771833 87.381883 -54.803401
2024-11-23 00:49:19 87.514279 -54.771756 87.381842 -54.803417
2024-11-23 00:50:48 87.513300 -54.771728 87.381835 -54.803387
2024-11-23 00:52:16 87.512408 -54.771736 87.381814 -54.803410
2024-11-23 00:53:45 87.511429 -54.771586 87.381843 -54.803389
2024-11-23 00:55:18 87.510471 -54.771478 87.381801 -54.803380
2024-11-23 00:56:47 87.510592 -54.772150 87.381808 -54.803404
2024-11-23 00:58:16 87.511433 -54.773131 87.381814 -54.803412
2024-11-23 00:59:44 87.510633 -54.773208 87.381830 -54.803428
2024-11-23 01:01:13 87.509733 -54.773097 87.381825 -54.803414
2024-11-23 01:02:41 87.508946 -54.773017 87.381820 -54.803384
2024-11-23 01:04:10 87.507983 -54.773019 87.381819 -54.803420
2024-11-23 01:05:39 87.507033 -54.772878 87.381825 -54.803408
2024-11-23 01:07:07 87.506283 -54.772822 87.381825 -54.803390
2024-11-23 01:08:36 87.505433 -54.772833 87.381845 -54.803421
2024-11-23 01:10:05 87.504592 -54.772706 87.381822 -54.803402
2024-11-23 01:11:34 87.503725 -54.772761 87.381836 -54.803401
2024-11-23 01:13:04 87.502829 -54.772656 87.381821 -54.803411
2024-11-23 01:14:32 87.501912 -54.772611 87.381834 -54.803409
2024-11-23 01:16:01 87.501004 -54.772606 87.381836 -54.803420
2024-11-23 01:17:30 87.500133 -54.772525 87.381835 -54.803395
2024-11-23 01:18:58 87.499204 -54.772481 87.381935 -54.803396
2024-11-23 01:20:27 87.498308 -54.772364 87.381950 -54.803400
2024-11-23 01:21:57 87.497354 -54.772350 87.381844 -54.803430
2024-11-23 01:23:25 87.496562 -54.772253 87.381841 -54.803414
2024-11-23 01:24:55 87.495621 -54.772181 87.381959 -54.803361
2024-11-23 01:26:23 87.494617 -54.772111 87.381857 -54.803427
2024-11-23 01:27:52 87.493717 -54.771983 87.381820 -54.803408
2024-11-23 01:29:21 87.492846 -54.771944 87.381871 -54.803411
2024-11-23 01:30:49 87.491900 -54.772019 87.381852 -54.803394
2024-11-23 01:32:19 87.491317 -54.772067 87.381883 -54.803397
2024-11-23 01:33:48 87.490408 -54.771936 87.381865 -54.803415
2024-11-23 01:35:16 87.489550 -54.771819 87.381874 -54.803395
2024-11-23 01:36:44 87.488637 -54.771714 87.381863 -54.803416
2024-11-23 01:38:14 87.487763 -54.771633 87.381876 -54.803387
2024-11-23 01:39:43 87.486929 -54.771536 87.381865 -54.803398
2024-11-23 01:41:12 87.486129 -54.771383 87.381875 -54.803406
2024-11-23 01:42:41 87.485262 -54.771258 87.381861 -54.803400
2024-11-23 01:44:10 87.484475 -54.771239 87.381882 -54.803397
2024-11-23 01:45:43 87.483975 -54.771250 87.381852 -54.803418
2024-11-23 01:47:12 87.483554 -54.771347 87.381875 -54.803384
2024-11-23 01:48:41 87.482754 -54.771333 87.381876 -54.803425
2024-11-23 01:50:10 87.482017 -54.771289 87.381927 -54.803422
2024-11-23 01:51:38 87.481158 -54.771253 87.381905 -54.803415
2024-11-23 01:53:07 87.480371 -54.771086 87.381828 -54.803419
2024-11-23 01:54:36 87.479746 -54.771103 87.381930 -54.803437
2024-11-23 01:56:05 87.478833 -54.770967 87.381903 -54.803432
2024-11-23 01:57:33 87.478096 -54.770889 87.381900 -54.803436
2024-11-23 01:59:02 87.477312 -54.770844 87.381849 -54.803434
2024-11-23 02:00:31 87.476725 -54.770817 87.381904 -54.803430
2024-11-23 02:01:59 87.475775 -54.770578 87.381944 -54.803435
2024-11-23 02:03:29 87.474892 -54.770522 87.381915 -54.803412
2024-11-23 02:04:57 87.474238 -54.770550 87.381873 -54.803436
2024-11-23 02:06:26 87.473542 -54.770458 87.381886 -54.803429
2024-11-23 02:07:55 87.472817 -54.770306 87.381922 -54.803430
2024-11-23 02:09:24 87.472133 -54.770264 87.381902 -54.803425
2024-11-23 02:10:53 87.471737 -54.770306 87.381913 -54.803423
2024-11-23 02:12:22 87.470904 -54.770222 87.381919 -54.803435
2024-11-23 02:13:51 87.470067 -54.770181 87.381920 -54.803431
2024-11-23 02:15:19 87.469204 -54.770042 87.381911 -54.803425
2024-11-23 02:16:48 87.468387 -54.769856 87.381904 -54.803419
2024-11-23 02:18:17 87.467554 -54.769794 87.381902 -54.803430
2024-11-23 02:19:46 87.466671 -54.769692 87.381908 -54.803444
2024-11-23 18:24:20 4.345325 13.802292 3.958599 13.558470
2024-11-23 18:25:15 4.344504 13.802278 3.958625 13.558452
2024-11-23 18:28:05 40.701638 -8.070333 40.265638 -8.257694
2024-11-23 18:33:17 24.605600 16.018389 24.175866 15.783491
2024-11-23 18:42:19 349.754312 -35.818633 349.402977 -35.998605
2024-11-23 18:51:46 15.272617 -27.815503 14.904432 -27.995364
2024-11-23 18:57:11 17.368575 13.111722 16.968135 12.875678
2024-11-23 19:16:08 34.300913 -13.536283 33.905814 -13.724787
2024-11-23 19:42:08 45.224850 -36.345356 44.870199 -36.488324
2024-11-23 19:47:34 45.218483 -36.345739 44.868668 -36.488852
2024-11-23 20:06:11 4.760679 -26.808758 4.444469 -26.997132
2024-11-23 20:17:24 74.307175 22.149619 73.804346 21.992066
2024-11-23 20:18:05 74.306621 22.149758 73.804359 21.992147
2024-11-23 20:19:37 74.304292 22.150694 73.804174 21.992033
2024-11-23 20:20:18 74.303542 22.150767 73.804224 21.991748
2024-11-23 20:20:58 74.303100 22.150875 73.804259 21.991900
2024-11-23 20:22:27 74.301621 22.151042 73.804160 21.991820
2024-11-23 20:23:47 74.300258 22.150961 73.804064 21.991909
2024-11-23 20:25:08 74.298846 22.151019 73.804308 21.992050
2024-11-23 20:28:35 74.295367 22.150828 73.804117 21.991877
2024-11-23 20:29:15 74.294754 22.150994 73.804181 21.991957
2024-11-23 20:31:23 74.293246 22.149953 73.804192 21.991865
2024-11-23 20:32:03 74.292329 22.149919 73.804176 21.991893
2024-11-23 20:32:44 74.291871 22.150000 73.804328 21.991992
2024-11-23 20:33:25 74.291196 22.149969 73.804324 21.991977
2024-11-23 20:34:46 74.290046 22.150069 73.804230 21.991912
2024-11-23 20:35:26 74.289450 22.149936 73.804084 21.991932
2024-11-23 20:37:28 74.287654 22.149911 73.804131 21.991646
2024-11-23 20:38:08 74.286921 22.149836 73.804118 21.991823
2024-11-23 20:38:49 74.286338 22.149769 73.804080 21.991963
2024-11-23 20:39:29 74.285829 22.150092 73.804255 21.991938
2024-11-23 20:40:09 74.285287 22.150194 73.804221 21.992045
2024-11-23 20:40:50 74.284771 22.150019 73.804132 21.991859
2024-11-23 20:41:31 74.284233 22.149917 73.804212 21.991916
2024-11-23 20:42:52 74.283213 22.150075 73.804312 21.991983
2024-11-23 20:44:13 74.281979 22.149958 73.804254 21.992070
2024-11-23 20:44:53 74.281521 22.149917 73.804246 21.991959
2024-11-23 20:45:34 74.280967 22.149867 73.804212 21.992028
2024-11-23 20:46:14 74.280375 22.149847 73.804184 21.991973
2024-11-23 20:48:16 74.278725 22.149600 73.804289 21.991936
2024-11-23 20:49:37 74.277550 22.149592 73.804148 21.991943
2024-11-23 20:51:38 74.276050 22.149539 73.804052 21.991821
2024-11-23 20:53:46 74.274167 22.149900 73.803922 21.991790
2024-11-23 20:54:26 74.273650 22.149878 73.804249 21.992035
2024-11-23 20:55:08 74.273021 22.149778 73.804113 21.991847
2024-11-23 20:57:09 74.271637 22.149786 73.804165 21.991971
2024-11-23 20:57:50 74.271012 22.149683 73.804265 21.991953
2024-11-23 20:58:31 74.270533 22.149683 73.804181 21.992064
2024-11-23 20:59:52 74.269571 22.149506 73.804196 21.991970
2024-11-23 21:00:33 74.269100 22.149606 73.803947 21.991878
2024-11-23 21:01:14 74.268788 22.149489 73.804059 21.991948
2024-11-23 21:01:54 74.268388 22.149503 73.804113 21.991902
2024-11-23 21:02:34 74.268029 22.149781 73.804113 21.991977
2024-11-23 21:03:15 74.267792 22.149772 73.804192 21.991928
2024-11-23 21:03:55 74.267321 22.149672 73.804131 21.991854
2024-11-23 21:06:38 74.265287 22.149336 73.803889 21.991785
2024-11-23 21:07:18 74.265092 22.149361 73.804159 21.991891
2024-11-23 21:07:59 74.264658 22.149392 73.804170 21.991946
2024-11-23 21:08:39 74.264258 22.149431 73.804068 21.991891
2024-11-23 21:10:00 74.263558 22.149247 73.804086 21.991898
2024-11-23 21:10:41 74.263362 22.149244 73.804204 21.991989
2024-11-23 21:11:21 74.262979 22.149242 73.804117 21.991990
2024-11-23 21:12:01 74.262517 22.149219 73.804133 21.991932
2024-11-23 21:12:42 74.262008 22.149044 73.804175 21.991932
2024-11-23 21:13:23 74.261417 22.148939 73.804033 21.991961
2024-11-23 21:14:03 74.261125 22.148672 73.804111 21.991864
2024-11-23 21:14:43 74.260763 22.148714 73.804147 21.991988
2024-11-23 21:16:45 74.259629 22.148614 73.804173 21.991862
2024-11-23 21:17:26 74.259292 22.148558 73.804148 21.991996
2024-11-23 21:18:06 74.258933 22.148558 73.804199 21.991914
2024-11-23 21:18:47 74.258475 22.148419 73.804157 21.991846
2024-11-23 21:20:08 74.257863 22.148383 73.804117 21.991940
2024-11-23 21:21:29 74.257204 22.148275 73.804137 21.991952
2024-11-23 21:22:09 74.256829 22.148275 73.804202 21.992007
2024-11-23 21:22:50 74.256504 22.148186 73.804202 21.992091
2024-11-23 21:23:31 74.256167 22.148111 73.804212 21.991972
2024-11-23 21:24:12 74.255821 22.148122 73.804171 21.992058
2024-11-23 21:24:52 74.255421 22.148019 73.804114 21.991886
2024-11-23 21:25:32 74.255246 22.148108 73.804117 21.991870
2024-11-23 21:26:13 74.254867 22.148044 73.804226 21.991986
2024-11-23 21:26:54 74.254504 22.147939 73.804193 21.991905
2024-11-23 21:27:34 74.254104 22.148006 73.804227 21.991944
2024-11-23 21:28:23 74.253358 22.148175 73.804206 21.991918
2024-11-23 21:31:06 74.252063 22.147875 73.804091 21.991773
2024-11-23 21:31:47 74.251867 22.147981 73.804236 21.992086
2024-11-23 21:32:27 74.251537 22.147869 73.804157 21.991933
2024-11-23 21:33:48 74.250921 22.147836 73.804339 21.992001
2024-11-23 21:34:29 74.250533 22.147717 73.804144 21.991971
2024-11-23 21:36:30 74.249763 22.147911 73.804271 21.992056
2024-11-23 21:38:31 74.248921 22.147606 73.804176 21.992057
2024-11-23 21:39:11 74.248642 22.147511 73.804192 21.991965
2024-11-23 21:40:32 74.248067 22.147533 73.804258 21.991855
2024-11-23 21:41:12 74.247883 22.147431 73.804219 21.991944
2024-11-23 21:43:55 74.246713 22.147261 73.804127 21.991932
2024-11-23 21:45:16 74.246483 22.147075 73.804190 21.992048
2024-11-23 21:47:17 74.245796 22.147053 73.804254 21.991781
2024-11-23 21:47:57 74.245563 22.147003 73.804300 21.991840
2024-11-23 21:48:38 74.245113 22.146917 73.804164 21.991885
2024-11-23 21:49:59 74.244621 22.146867 73.804241 21.991843
2024-11-23 21:50:40 74.244292 22.146844 73.804134 21.992300
2024-11-23 21:51:20 74.243950 22.146767 73.804189 21.991907
2024-11-23 21:52:01 74.243671 22.146811 73.804258 21.991936
2024-11-23 21:52:41 74.243317 22.146700 73.804358 21.991912
2024-11-23 21:54:02 74.242892 22.146647 73.804121 21.991986
2024-11-23 21:54:43 74.242700 22.146658 73.804203 21.991980
2024-11-23 21:56:03 74.242179 22.146586 73.804138 21.991861
2024-11-23 21:56:44 74.241929 22.146467 73.804266 21.991762
2024-11-23 21:57:25 74.241658 22.146483 73.804197 21.992015
2024-11-23 21:59:26 74.240887 22.146467 73.804236 21.992002
2024-11-23 22:00:07 74.240783 22.146478 73.804224 21.991932
2024-11-23 22:01:28 74.240204 22.146358 73.804299 21.991969
2024-11-23 22:02:49 74.239725 22.146175 73.804286 21.991901
2024-11-23 22:03:29 74.239446 22.146039 73.804175 21.991840
2024-11-23 22:04:11 74.239304 22.146094 73.804335 21.992075
2024-11-23 22:05:32 74.238721 22.146072 73.804105 21.991723
2024-11-23 22:06:53 74.238325 22.145992 73.804273 21.991829
2024-11-23 22:08:14 74.237842 22.145944 73.804290 21.991982
2024-11-23 22:08:54 74.237604 22.145956 73.804257 21.992077
2024-11-23 22:10:15 74.237133 22.145753 73.804193 21.991863
2024-11-23 22:10:56 74.236971 22.145819 73.804158 21.991974
2024-11-23 22:12:17 74.236658 22.145628 73.804228 21.991838
2024-11-23 22:15:00 74.235846 22.145728 73.804349 21.991889
2024-11-23 22:15:40 74.235546 22.145683 73.804266 21.991909
2024-11-23 22:16:20 74.235333 22.145719 73.804263 21.991837
2024-11-23 22:17:00 74.235196 22.145817 73.804308 21.991857
2024-11-23 22:17:42 74.234950 22.145817 73.804295 21.992011
2024-11-23 22:19:49 74.234017 22.146039 73.804251 21.992018
2024-11-23 22:21:10 74.233496 22.146097 73.804253 21.991826
2024-11-23 22:21:50 74.233271 22.146175 73.804277 21.991710
2024-11-23 22:22:31 74.233079 22.146214 73.804337 21.992014
2024-11-23 22:23:12 74.232825 22.146331 73.804239 21.991897
2024-11-23 22:24:33 74.232321 22.146331 73.804077 21.991797
2024-11-23 22:25:14 74.232033 22.146208 73.804316 21.991907
2024-11-23 22:27:18 74.232221 22.145089 73.804337 21.991958
2024-11-23 22:27:58 74.232067 22.145003 73.804281 21.991955
2024-11-23 22:29:20 74.231496 22.145028 73.804362 21.991785
2024-11-23 22:30:01 74.231233 22.145008 73.804387 21.991947
2024-11-23 22:30:41 74.230950 22.144953 73.804270 21.991837
2024-11-23 22:32:03 74.230738 22.144939 73.804347 21.991927
2024-11-23 22:32:44 74.230429 22.145028 73.804328 21.991944
2024-11-23 22:34:05 74.229842 22.144917 73.804116 21.992049
2024-11-23 22:34:45 74.229546 22.144850 73.804393 21.991779
2024-11-23 22:35:26 74.229225 22.144844 73.804338 21.991767
2024-11-23 22:36:06 74.228938 22.144964 73.804151 21.991683
2024-11-23 22:37:27 74.228296 22.144947 73.804364 21.992059
2024-11-23 22:40:09 74.227158 22.144653 73.804418 21.991976
2024-11-23 22:40:50 74.226800 22.144619 73.804300 21.991782
2024-11-23 22:42:52 74.225875 22.144597 73.804421 21.991959
2024-11-23 22:44:13 74.225146 22.144567 73.804223 21.991834
2024-11-23 22:44:53 74.224871 22.144547 73.804250 21.991763
2024-11-23 22:46:55 74.223838 22.144517 73.804268 21.991542
2024-11-23 22:47:35 74.223629 22.144431 73.804323 21.992273
2024-11-23 22:48:57 74.222975 22.144469 73.804130 21.992543
2024-11-23 22:49:37 74.222767 22.144294 73.804288 21.991599
2024-11-23 22:50:18 74.222508 22.144281 73.804153 21.992336
2024-11-23 22:51:39 74.221971 22.144272 73.804272 21.991766
2024-11-23 22:52:19 74.221654 22.144131 73.804210 21.992064
2024-11-23 22:54:20 74.220821 22.144192 73.804255 21.992190
2024-11-23 22:55:01 74.220562 22.144114 73.803992 21.992378
2024-11-23 22:55:42 74.220267 22.144069 73.804242 21.992065
2024-11-23 22:56:22 74.220033 22.143981 73.804325 21.991728
2024-11-23 22:59:04 74.218850 22.143986 73.804300 21.992135
2024-11-23 22:59:45 74.218521 22.143986 73.804283 21.992402
2024-11-23 23:00:25 74.218179 22.143978 73.804707 21.991493
2024-11-23 23:01:46 74.217508 22.143925 73.804289 21.992033
2024-11-23 23:02:26 74.217267 22.143975 73.804235 21.992389
2024-11-23 23:03:47 74.216575 22.143872 73.804200 21.992041
2024-11-23 23:04:27 74.216175 22.143764 73.804371 21.991584
2024-11-23 23:05:49 74.215621 22.143644 73.804271 21.992188
2024-11-23 23:06:30 74.215417 22.143525 73.804088 21.992314
2024-11-23 23:07:10 74.215017 22.143661 73.804473 21.991810
2024-11-23 23:09:10 74.213996 22.143650 73.804812 21.991908
2024-11-23 23:09:51 74.213733 22.143683 73.804628 21.991426
2024-11-23 23:10:31 74.213396 22.143678 73.804427 21.991853
2024-11-23 23:11:52 74.212654 22.143633 73.804431 21.991868
2024-11-23 23:13:13 74.211925 22.143775 73.804325 21.992324
2024-11-23 23:13:53 74.211438 22.143722 73.804404 21.991606
2024-11-23 23:15:55 74.210054 22.143586 73.804373 21.991671
2024-11-23 23:16:36 74.209829 22.143589 73.804471 21.991705
2024-11-23 23:18:37 74.208633 22.143578 73.804430 21.991764
2024-11-23 23:19:17 74.208350 22.143592 73.804189 21.992307
2024-11-23 23:20:38 74.207725 22.143636 73.804481 21.991969
2024-11-23 23:21:19 74.207337 22.143575 73.804287 21.991748
2024-11-23 23:21:59 74.207092 22.143519 73.804876 21.991843
2024-11-23 23:24:01 74.206267 22.143603 73.804477 21.991756
2024-11-23 23:24:41 74.206067 22.143603 73.804394 21.992013
2024-11-23 23:25:22 74.205808 22.143581 73.804394 21.992001
2024-11-23 23:26:02 74.205475 22.143586 73.804516 21.991831
2024-11-23 23:26:42 74.205154 22.143583 73.804447 21.991897
2024-11-23 23:27:23 74.204929 22.143600 73.804548 21.991612
2024-11-23 23:28:03 74.204575 22.143589 73.804381 21.991876
2024-11-23 23:29:24 74.204042 22.143614 73.804463 21.991966
2024-11-23 23:30:05 74.203871 22.143569 73.804677 21.992077
2024-11-23 23:30:45 74.203521 22.143656 73.804654 21.991795
2024-11-23 23:31:26 74.203263 22.143631 73.804427 21.991869
2024-11-23 23:32:06 74.202975 22.143525 73.804613 21.991917
2024-11-23 23:32:46 74.202717 22.143636 73.804475 21.991784
2024-11-23 23:34:07 74.202142 22.143581 73.804397 21.991777
2024-11-23 23:35:28 74.202021 22.143619 73.804418 21.991944
2024-11-23 23:37:29 74.201121 22.143581 73.804340 21.992148
2024-11-23 23:38:11 74.200896 22.143633 73.804489 21.991899
2024-11-23 23:38:52 74.200621 22.143714 73.804573 21.991884
2024-11-23 23:39:32 74.200308 22.143642 73.804499 21.991916
2024-11-23 23:40:53 74.199783 22.143661 73.804397 21.991857
2024-11-23 23:41:34 74.199617 22.143581 73.804391 21.991847
2024-11-23 23:42:55 74.199067 22.143692 73.804456 21.991955
2024-11-23 23:44:16 74.198479 22.143661 73.804450 21.991927
2024-11-23 23:45:38 74.198058 22.143661 73.804355 21.991854
2024-11-23 23:46:18 74.197829 22.143719 73.804511 21.991938
2024-11-23 23:46:58 74.197621 22.143769 73.804275 21.991922
2024-11-23 23:47:39 74.197508 22.143603 73.804437 21.991775
2024-11-23 23:49:40 74.196763 22.143650 73.804440 21.991995
2024-11-23 23:50:20 74.196583 22.143725 73.804442 21.991958
2024-11-23 23:51:42 74.195892 22.143828 73.804509 21.991780
2024-11-23 23:52:22 74.195679 22.143800 73.804493 21.991944
2024-11-23 23:53:03 74.195321 22.143831 73.804377 21.991909
2024-11-23 23:53:54 74.194950 22.143853 73.804463 21.991899
2024-11-23 23:54:35 74.194725 22.143822 73.804479 21.991957
2024-11-23 23:55:15 74.194471 22.143839 73.804583 21.991923
2024-11-23 23:55:56 74.194146 22.143828 73.804617 21.991831
2024-11-23 23:56:36 74.193892 22.143864 73.804469 21.991792
2024-11-23 23:57:17 74.193683 22.143875 73.804520 21.991769
2024-11-23 23:59:18 74.192929 22.143936 73.804522 21.991923
2024-11-23 23:59:59 74.192575 22.143917 73.804440 21.991933
2024-11-24 00:01:20 74.192179 22.143906 73.804511 21.991864
2024-11-24 00:02:01 74.191983 22.143956 73.804458 21.992019
2024-11-24 00:03:21 74.191546 22.144014 73.804559 21.991812
2024-11-24 00:04:01 74.191213 22.144047 73.804500 21.991934
2024-11-24 00:04:42 74.191025 22.144075 73.804476 21.991945
2024-11-24 00:06:03 74.190629 22.144058 73.804521 21.991982
2024-11-24 00:06:44 74.190329 22.144217 73.804463 21.991800
2024-11-24 00:07:24 74.190088 22.144111 73.804557 21.991888
2024-11-24 00:08:04 74.189771 22.144211 73.804403 21.991891
2024-11-24 00:10:06 74.189350 22.143833 73.804562 21.991810
2024-11-24 00:10:47 74.189046 22.143922 73.804431 21.991737
2024-11-24 00:11:27 74.188821 22.143989 73.804521 21.991929
2024-11-24 00:12:49 74.188325 22.144100 73.804509 21.991992
2024-11-24 00:13:29 74.188033 22.144075 73.804615 21.991805
2024-11-24 00:14:10 74.187746 22.144069 73.804560 21.991956
2024-11-24 00:15:31 74.187267 22.144119 73.804522 21.991921
2024-11-24 00:16:12 74.186967 22.144186 73.804491 21.991944
2024-11-24 00:16:52 74.186767 22.144128 73.804493 21.991919
2024-11-24 00:17:32 74.186567 22.144236 73.804536 21.991925
2024-11-24 00:18:13 74.186229 22.144189 73.804463 21.991959
2024-11-24 00:18:53 74.185950 22.144206 73.804543 21.991955
2024-11-24 00:20:14 74.185358 22.144208 73.804681 21.991848
2024-11-24 00:20:55 74.185137 22.144242 73.804450 21.991865
2024-11-24 00:21:36 74.184875 22.144331 73.804527 21.991910
2024-11-24 00:23:01 74.184196 22.144494 73.804442 21.991753
2024-11-24 00:23:42 74.183708 22.144756 73.804576 21.992002
2024-11-24 00:25:44 74.182846 22.144733 73.804516 21.991954
2024-11-24 00:26:24 74.182608 22.144811 73.804474 21.991831
2024-11-24 00:27:45 74.182029 22.144794 73.804462 21.991932
2024-11-24 00:29:06 74.181454 22.145008 73.804593 21.991990
2024-11-24 00:29:46 74.181054 22.145078 73.804599 21.991966
2024-11-24 00:30:27 74.180913 22.145103 73.804464 21.991752
2024-11-24 00:31:07 74.180608 22.145078 73.804603 21.991884
2024-11-24 00:32:28 74.180154 22.145189 73.804495 21.991897
2024-11-24 00:33:50 74.179529 22.145281 73.804509 21.991951
2024-11-24 00:35:11 74.179183 22.145342 73.804528 21.991900
2024-11-24 00:36:32 74.178788 22.145531 73.804547 21.991841
2024-11-24 00:37:12 74.178508 22.145522 73.804536 21.992038
2024-11-24 00:39:14 74.177808 22.145656 73.804562 21.991867
2024-11-24 00:39:54 74.177579 22.145781 73.804608 21.991842
2024-11-24 00:40:35 74.177229 22.145761 73.804373 21.991999
2024-11-24 00:41:18 74.177067 22.145981 73.804527 21.992115
2024-11-24 00:42:39 74.176604 22.146003 73.804545 21.991898
2024-11-24 00:43:20 74.176483 22.146092 73.804548 21.991927
2024-11-24 00:46:43 74.175242 22.146269 73.804668 21.992009
2024-11-24 00:47:24 74.174913 22.146164 73.804520 21.991868
2024-11-24 00:48:04 74.174683 22.146322 73.804520 21.991910
2024-11-24 00:49:26 74.174267 22.146358 73.804638 21.991917
2024-11-24 00:50:06 74.174038 22.146458 73.804572 21.991862
2024-11-24 00:51:28 74.173667 22.146569 73.804569 21.991932
2024-11-24 00:52:08 74.173442 22.146631 73.804572 21.991994
2024-11-24 00:52:49 74.173237 22.146708 73.804581 21.991745
2024-11-24 00:53:30 74.173079 22.146756 73.804701 21.991915
2024-11-24 00:54:10 74.172879 22.146789 73.804653 21.991814
2024-11-24 00:54:51 74.172642 22.146789 73.804705 21.991918
2024-11-24 00:55:31 74.172404 22.146919 73.804573 21.992019
2024-11-24 00:56:12 74.172092 22.146883 73.804629 21.991960
2024-11-24 00:56:52 74.171662 22.146817 73.804616 21.991909
2024-11-24 00:57:33 74.171421 22.146819 73.804705 21.991976
2024-11-24 00:58:13 74.171079 22.146725 73.804536 21.992124
2024-11-24 00:58:54 74.170975 22.146936 73.804747 21.991848
2024-11-24 00:59:35 74.170629 22.146933 73.804472 21.992091
2024-11-24 01:00:15 74.170588 22.147000 73.804622 21.991924
2024-11-24 01:00:55 74.170263 22.147136 73.804615 21.991790
2024-11-24 01:02:16 74.169796 22.147267 73.804537 21.991941
2024-11-24 01:02:57 74.169596 22.147172 73.804625 21.991708
2024-11-24 01:03:37 74.169525 22.147275 73.804724 21.991903
2024-11-24 01:04:18 74.169142 22.147275 73.804453 21.991608
2024-11-24 01:04:58 74.168988 22.147239 73.804608 21.991974
2024-11-24 01:05:38 74.168825 22.147461 73.804818 21.991686
2024-11-24 01:06:19 74.168600 22.147531 73.804718 21.991946
2024-11-24 01:06:59 74.168458 22.147475 73.804676 21.991939
2024-11-24 01:09:43 74.167696 22.147922 73.804492 21.991995
